Genotype	Replicate	ID	Chamber	Species	Census	Growth.days	Juvenile	Apterous	Alate	Sum
21	18	21_18	1	M.per	3	10	39	14	0	53
21	18	21_18	1	M.per	4	13	54	16	0	70
21	18	21_18	1	M.per	5	17	135	38	0	173
23	1	23_01	1	M.asc	1	3	8	0	4	12
23	1	23_01	1	M.asc	2	6	27	0	3	30
23	1	23_01	1	M.asc	3	9	22	0	2	24
23	1	23_01	1	M.asc	4	13	13	0	11	24
23	1	23_01	1	M.asc	5	17	7	0	14	21
23	2	23_02	1	A.ner	1	3	13	5	0	18
23	2	23_02	1	A.ner	2	6	34	8	0	42
23	2	23_02	1	A.ner	3	9	139	27	0	166
23	2	23_02	1	A.ner	4	13	669	50	10	729
23	2	23_02	1	A.ner	5	17	761	34	55	850
23	3	23_03	2	M.per	1	5	28	5	0	33
23	3	23_03	2	M.per	2	7	52	14	0	66
23	3	23_03	2	M.per	3	10	119	16	0	135
23	3	23_03	2	M.per	4	13	385	29	0	414
23	3	23_03	2	M.per	5	17	542	39	0	581
23	4	23_04	1	A.asc	1	4	2	4	1	7
23	4	23_04	1	A.asc	2	7	6	3	1	10
23	4	23_04	1	A.asc	3	10	5	2	1	8
23	4	23_04	1	A.asc	4	14	3	3	1	7
23	4	23_04	1	A.asc	5	18	8	7	2	17
23	5	23_05	2	A.asc	1	5	12	4	1	17
23	5	23_05	2	A.asc	2	7	16	6	1	23
23	5	23_05	2	A.asc	3	10	40	7	1	48
23	5	23_05	2	A.asc	4	13	99	16	3	118
23	5	23_05	2	A.asc	5	17	118	26	4	148
23	6	23_06	2	M.asc	1	4	23	0	3	26
23	6	23_06	2	M.asc	2	7	54	0	4	58
23	6	23_06	2	M.asc	3	10	153	0	3	156
23	6	23_06	2	M.asc	4	13	51	0	19	70
23	6	23_06	2	M.asc	5	17	160	0	29	189
23	7	23_07	2	A.asc	1	4	2	4	1	7
23	7	23_07	2	A.asc	2	7	19	2	0	21
23	7	23_07	2	A.asc	3	10	27	6	1	34
23	7	23_07	2	A.asc	4	13	119	19	0	138
23	7	23_07	2	A.asc	5	17	429	48	17	494
23	8	23_08	1	A.asc	1	4	11	5	0	16
23	8	23_08	1	A.asc	2	7	21	5	0	26
23	8	23_08	1	A.asc	3	10	38	10	0	48
23	8	23_08	1	A.asc	4	13	96	15	0	111
23	8	23_08	1	A.asc	5	17	212	48	1	261
23	9	23_09	1	M.per	1	4	12	5	0	17
23	9	23_09	1	M.per	2	7	35	5	0	40
23	9	23_09	1	M.per	3	10	65	12	0	77
23	9	23_09	1	M.per	4	13	213	28	0	241
23	9	23_09	1	M.per	5	17	369	36	0	405
23	11	23_11	2	A.ner	1	3	17	5	0	22
23	11	23_11	2	A.ner	2	6	49	8	0	57
23	11	23_11	2	A.ner	3	9	189	27	0	216
23	11	23_11	2	A.ner	4	12	788	62	6	856
23	11	23_11	2	A.ner	5	16	1126	57	35	1218
23	12	23_12	2	M.asc	1	4	18	0	4	22
23	12	23_12	2	M.asc	2	7	19	0	2	21
23	12	23_12	2	M.asc	3	10	42	0	4	46
23	12	23_12	2	M.asc	4	13	39	0	11	50
23	12	23_12	2	M.asc	5	17	38	0	21	59
23	13	23_13	1	A.ner	1	3	12	5	0	17
23	13	23_13	1	A.ner	2	6	15	5	0	20
23	13	23_13	1	A.ner	3	9	23	11	0	34
23	13	23_13	1	A.ner	4	12	188	26	1	215
23	13	23_13	1	A.ner	5	16	637	44	4	685
23	14	23_14	1	M.per	1	4	11	5	0	16
23	14	23_14	1	M.per	2	7	42	5	0	47
23	14	23_14	1	M.per	3	10	56	19	0	75
23	14	23_14	1	M.per	4	14	255	36	0	291
23	14	23_14	1	M.per	5	18	456	39	0	495
23	15	23_15	2	A.ner	1	3	11	4	1	16
23	15	23_15	2	A.ner	2	6	34	10	1	45
23	15	23_15	2	A.ner	3	9	166	27	1	194
23	15	23_15	2	A.ner	4	12	538	33	8	579
23	15	23_15	2	A.ner	5	16	872	63	14	949
23	16	23_16	2	M.per	1	4	18	5	0	23
23	16	23_16	2	M.per	2	7	39	6	0	45
23	16	23_16	2	M.per	3	10	141	21	0	162
23	16	23_16	2	M.per	4	13	409	42	0	451
23	16	23_16	2	M.per	5	17	802	91	1	894
23	18	23_18	1	M.asc	1	3	25	0	4	29
23	18	23_18	1	M.asc	2	6	62	0	3	65
23	18	23_18	1	M.asc	3	9	92	0	3	95
23	18	23_18	1	M.asc	4	12	111	0	17	128
23	18	23_18	1	M.asc	5	16	147	0	57	204
25	1	25_01	1	A.asc	1	4	29	5	0	34
25	1	25_01	1	A.asc	2	7	45	9	0	54
25	1	25_01	1	A.asc	3	10	88	22	3	113
25	1	25_01	1	A.asc	4	13	254	38	1	293
25	1	25_01	1	A.asc	5	17	360	56	14	430
25	2	25_02	1	A.asc	1	4	0	5	0	5
25	2	25_02	1	A.asc	2	7	1	4	0	5
25	2	25_02	1	A.asc	3	10	1	3	0	4
25	2	25_02	1	A.asc	4	14	7	5	0	12
25	2	25_02	1	A.asc	5	18	11	10	0	21
25	4	25_04	2	A.asc	1	4	5	4	1	10
25	4	25_04	2	A.asc	2	7	32	5	1	38
25	4	25_04	2	A.asc	3	10	47	8	1	56
25	4	25_04	2	A.asc	4	13	150	26	0	176
25	4	25_04	2	A.asc	5	17	251	23	3	277
25	5	25_05	1	A.ner	1	3	8	5	1	14
25	5	25_05	1	A.ner	2	6	24	5	0	29
25	5	25_05	1	A.ner	3	9	72	16	0	88
25	5	25_05	1	A.ner	4	13	357	27	4	388
25	5	25_05	1	A.ner	5	17	775	62	26	863
25	6	25_06	2	M.per	1	4	12	5	0	17
25	6	25_06	2	M.per	2	7	48	5	0	53
25	6	25_06	2	M.per	3	10	70	18	0	88
25	6	25_06	2	M.per	4	13	176	19	0	195
25	6	25_06	2	M.per	5	17	377	24	2	403
25	7	25_07	1	M.asc	1	3	17	0	3	20
25	7	25_07	1	M.asc	2	6	63	0	4	67
25	7	25_07	1	M.asc	3	9	75	0	13	88
25	7	25_07	1	M.asc	4	12	76	0	13	89
25	7	25_07	1	M.asc	5	16	144	0	49	193
25	8	25_08	2	A.ner	1	3	9	4	0	13
25	8	25_08	2	A.ner	2	6	35	8	2	45
25	8	25_08	2	A.ner	3	9	127	17	3	147
25	8	25_08	2	A.ner	4	12	546	51	3	600
25	8	25_08	2	A.ner	5	16	NA	NA	NA	NA
25	9	25_09	2	M.asc	1	4	8	0	1	9
25	9	25_09	2	M.asc	2	7	15	0	5	20
25	9	25_09	2	M.asc	3	10	38	0	4	42
25	9	25_09	2	M.asc	4	13	52	0	4	56
25	9	25_09	2	M.asc	5	17	77	0	20	97
25	10	25_10	2	M.asc	1	4	7	0	5	12
25	10	25_10	2	M.asc	2	7	44	0	5	49
25	10	25_10	2	M.asc	3	10	48	0	5	53
25	10	25_10	2	M.asc	4	13	110	0	6	116
25	10	25_10	2	M.asc	5	18	237	0	31	268
25	11	25_11	1	M.asc	1	3	4	0	2	6
25	11	25_11	1	M.asc	2	6	17	0	5	22
25	11	25_11	1	M.asc	3	9	42	0	3	45
25	11	25_11	1	M.asc	4	13	39	0	9	48
25	11	25_11	1	M.asc	5	17	36	0	21	57
25	12	25_12	2	M.per	1	4	17	5	0	22
25	12	25_12	2	M.per	2	7	47	10	0	57
25	12	25_12	2	M.per	3	10	85	12	0	97
25	12	25_12	2	M.per	4	13	236	14	0	250
25	12	25_12	2	M.per	5	17	384	58	3	445
25	13	25_13	1	M.per	1	4	31	5	0	36
25	13	25_13	1	M.per	2	7	52	7	0	59
25	13	25_13	1	M.per	3	10	58	13	0	71
25	13	25_13	1	M.per	4	13	210	34	0	244
25	13	25_13	1	M.per	5	17	362	45	0	407
25	15	25_15	2	A.asc	1	4	4	3	2	9
25	15	25_15	2	A.asc	2	7	23	2	3	28
25	15	25_15	2	A.asc	3	10	29	10	3	42
25	15	25_15	2	A.asc	4	13	29	5	2	36
25	15	25_15	2	A.asc	5	17	59	5	0	64
25	16	25_16	2	A.ner	1	3	5	5	0	10
25	16	25_16	2	A.ner	2	6	22	10	1	33
25	16	25_16	2	A.ner	3	9	69	9	2	80
25	16	25_16	2	A.ner	4	12	425	35	2	462
25	16	25_16	2	A.ner	5	16	518	51	16	585
25	17	25_17	2	M.per	1	4	11	5	0	16
25	17	25_17	2	M.per	2	7	46	8	0	54
25	17	25_17	2	M.per	3	10	82	16	0	98
25	17	25_17	2	M.per	4	13	202	21	0	223
25	17	25_17	2	M.per	5	17	249	99	1	349
25	18	25_18	1	A.ner	1	3	7	4	1	12
25	18	25_18	1	A.ner	2	6	39	7	2	48
25	18	25_18	1	A.ner	3	9	82	11	3	96
25	18	25_18	1	A.ner	4	13	417	21	14	452
25	18	25_18	1	A.ner	5	17	636	17	38	691
27	1	27_01	1	M.per	1	4	15	5	0	20
27	1	27_01	1	M.per	2	7	25	5	0	30
27	1	27_01	1	M.per	3	10	56	10	0	66
27	1	27_01	1	M.per	4	14	148	24	0	172
27	1	27_01	1	M.per	5	18	196	23	0	219
27	3	27_03	1	A.asc	1	4	16	5	0	21
27	3	27_03	1	A.asc	2	7	39	8	0	47
27	3	27_03	1	A.asc	3	10	62	12	0	74
27	3	27_03	1	A.asc	4	13	137	29	1	167
27	3	27_03	1	A.asc	5	17	253	38	1	292
27	4	27_04	1	A.asc	1	4	5	5	0	10
27	4	27_04	1	A.asc	2	7	7	5	0	12
27	4	27_04	1	A.asc	3	10	7	6	0	13
27	4	27_04	1	A.asc	4	13	11	5	0	16
27	4	27_04	1	A.asc	5	17	33	13	0	46
27	5	27_05	2	M.per	1	4	11	5	0	16
27	5	27_05	2	M.per	2	7	44	7	0	51
27	5	27_05	2	M.per	3	10	67	9	0	76
27	5	27_05	2	M.per	4	13	163	28	0	191
27	5	27_05	2	M.per	5	17	321	28	0	349
27	6	27_06	1	A.ner	1	3	6	5	0	11
27	6	27_06	1	A.ner	2	6	26	5	0	31
27	6	27_06	1	A.ner	3	9	42	11	0	53
27	6	27_06	1	A.ner	4	12	135	17	2	154
27	6	27_06	1	A.ner	5	16	340	27	11	378
27	7	27_07	1	M.per	1	4	15	5	0	20
27	7	27_07	1	M.per	2	7	47	5	0	52
27	7	27_07	1	M.per	3	10	43	13	0	56
27	7	27_07	1	M.per	4	14	118	29	0	147
27	7	27_07	1	M.per	5	18	119	28	0	147
27	8	27_08	2	M.asc	1	4	11	0	5	16
27	8	27_08	2	M.asc	2	7	35	0	4	39
27	8	27_08	2	M.asc	3	10	46	0	5	51
27	8	27_08	2	M.asc	4	13	64	0	11	75
27	8	27_08	2	M.asc	5	17	159	0	24	183
27	9	27_09	2	A.ner	1	3	7	5	0	12
27	9	27_09	2	A.ner	2	6	29	5	0	34
27	9	27_09	2	A.ner	3	9	78	11	0	89
27	9	27_09	2	A.ner	4	12	329	19	0	348
27	9	27_09	2	A.ner	5	16	591	49	17	657
27	10	27_10	2	A.ner	1	4	27	5	0	32
27	10	27_10	2	A.ner	2	6	47	18	0	65
27	10	27_10	2	A.ner	3	9	224	37	1	262
27	10	27_10	2	A.ner	4	12	574	19	10	603
27	10	27_10	2	A.ner	5	16	809	68	54	931
27	12	27_12	1	A.ner	1	3	4	5	0	9
27	12	27_12	1	A.ner	2	6	19	4	2	25
27	12	27_12	1	A.ner	3	9	49	7	2	58
27	12	27_12	1	A.ner	4	13	253	26	2	281
27	12	27_12	1	A.ner	5	17	488	37	11	536
27	13	27_13	2	A.asc	1	4	9	5	0	14
27	13	27_13	2	A.asc	2	7	29	5	0	34
27	13	27_13	2	A.asc	3	10	64	11	0	75
27	13	27_13	2	A.asc	4	13	263	32	0	295
27	13	27_13	2	A.asc	5	17	530	56	7	593
27	14	27_14	2	M.asc	1	4	26	0	4	30
27	14	27_14	2	M.asc	2	7	27	0	4	31
27	14	27_14	2	M.asc	3	10	59	0	4	63
27	14	27_14	2	M.asc	4	13	25	0	14	39
27	14	27_14	2	M.asc	5	17	41	0	19	60
27	15	27_15	1	M.asc	1	3	35	0	5	40
27	15	27_15	1	M.asc	2	6	46	0	4	50
27	15	27_15	1	M.asc	3	9	37	0	5	42
27	15	27_15	1	M.asc	4	13	12	0	13	25
27	15	27_15	1	M.asc	5	17	52	0	24	76
27	16	27_16	2	A.asc	1	4	0	4	1	5
27	16	27_16	2	A.asc	2	7	5	3	0	8
27	16	27_16	2	A.asc	3	10	3	5	0	8
27	16	27_16	2	A.asc	4	13	19	5	0	24
27	16	27_16	2	A.asc	5	17	3	7	1	11
27	17	27_17	2	M.per	1	5	16	5	0	21
27	17	27_17	2	M.per	2	7	25	14	0	39
27	17	27_17	2	M.per	3	10	95	16	0	111
27	17	27_17	2	M.per	4	13	212	14	0	226
27	17	27_17	2	M.per	5	17	375	36	0	411
27	18	27_18	2	M.asc	1	4	30	0	4	34
27	18	27_18	2	M.asc	2	7	47	0	3	50
27	18	27_18	2	M.asc	3	10	84	0	16	100
27	18	27_18	2	M.asc	4	13	122	0	23	145
27	18	27_18	2	M.asc	5	17	320	0	31	351
31	1	31_01	1	A.asc	1	4	0	5	0	5
31	1	31_01	1	A.asc	2	7	14	4	1	19
31	1	31_01	1	A.asc	3	10	28	8	3	39
31	1	31_01	1	A.asc	4	13	33	9	2	44
31	1	31_01	1	A.asc	5	17	NA	NA	NA	NA
31	2	31_02	2	M.per	1	4	6	5	0	11
31	2	31_02	2	M.per	2	7	27	7	0	34
31	2	31_02	2	M.per	3	10	84	9	0	93
31	2	31_02	2	M.per	4	13	92	32	0	124
31	2	31_02	2	M.per	5	17	265	16	0	281
31	5	31_05	1	M.asc	1	3	0	0	4	4
31	5	31_05	1	M.asc	2	6	49	0	2	51
31	5	31_05	1	M.asc	3	9	47	0	2	49
31	5	31_05	1	M.asc	4	13	76	0	6	82
31	5	31_05	1	M.asc	5	17	131	0	29	160
31	6	31_06	2	A.ner	1	3	12	5	0	17
31	6	31_06	2	A.ner	2	6	29	6	0	35
31	6	31_06	2	A.ner	3	9	118	14	0	132
31	6	31_06	2	A.ner	4	12	342	26	0	368
31	6	31_06	2	A.ner	5	16	836	51	11	898
31	7	31_07	2	A.asc	1	4	1	5	0	6
31	7	31_07	2	A.asc	2	7	14	4	1	19
31	7	31_07	2	A.asc	3	10	20	6	1	27
31	7	31_07	2	A.asc	4	13	25	7	1	33
31	7	31_07	2	A.asc	5	17	122	15	3	140
31	8	31_08	2	A.asc	1	5	21	5	0	26
31	8	31_08	2	A.asc	2	7	39	9	0	48
31	8	31_08	2	A.asc	3	10	100	19	0	119
31	8	31_08	2	A.asc	4	13	257	44	4	305
31	8	31_08	2	A.asc	5	17	345	27	12	384
31	9	31_09	1	A.ner	1	3	10	5	0	15
31	9	31_09	1	A.ner	2	6	29	5	0	34
31	9	31_09	1	A.ner	3	9	43	15	0	58
31	9	31_09	1	A.ner	4	13	133	27	6	166
31	9	31_09	1	A.ner	5	17	430	34	3	467
31	10	31_10	2	M.per	1	4	24	5	0	29
31	10	31_10	2	M.per	2	7	53	13	0	66
31	10	31_10	2	M.per	3	10	171	18	0	189
31	10	31_10	2	M.per	4	13	195	23	0	218
31	10	31_10	2	M.per	5	17	262	31	1	294
31	11	31_11	2	A.ner	1	3	6	5	0	11
31	11	31_11	2	A.ner	2	6	32	7	2	41
31	11	31_11	2	A.ner	3	9	113	12	2	127
31	11	31_11	2	A.ner	4	12	192	18	7	217
31	11	31_11	2	A.ner	5	16	453	75	32	560
31	12	31_12	1	A.asc	1	4	12	5	0	17
31	12	31_12	1	A.asc	2	7	36	7	0	43
31	12	31_12	1	A.asc	3	10	42	10	0	52
31	12	31_12	1	A.asc	4	14	182	25	1	208
31	12	31_12	1	A.asc	5	18	301	33	8	342
31	13	31_13	1	M.per	1	4	16	5	0	21
31	13	31_13	1	M.per	2	7	41	9	0	50
31	13	31_13	1	M.per	3	10	41	16	0	57
31	13	31_13	1	M.per	4	14	134	14	0	148
31	13	31_13	1	M.per	5	18	203	27	0	230
31	14	31_14	1	A.ner	1	3	5	4	1	10
31	14	31_14	1	A.ner	2	6	8	4	0	12
31	14	31_14	1	A.ner	3	9	25	9	1	35
31	14	31_14	1	A.ner	4	13	179	16	0	195
31	14	31_14	1	A.ner	5	17	247	20	15	282
31	15	31_15	1	M.per	1	4	14	5	0	19
31	15	31_15	1	M.per	2	7	41	7	0	48
31	15	31_15	1	M.per	3	10	69	11	0	80
31	15	31_15	1	M.per	4	13	152	28	0	180
31	15	31_15	1	M.per	5	17	272	30	1	303
31	16	31_16	2	M.asc	1	5	46	0	5	51
31	16	31_16	2	M.asc	2	7	65	0	5	70
31	16	31_16	2	M.asc	3	10	83	0	5	88
31	16	31_16	2	M.asc	4	13	126	0	6	132
31	16	31_16	2	M.asc	5	18	405	0	36	441
31	17	31_17	2	M.asc	1	4	16	0	5	21
31	17	31_17	2	M.asc	2	7	41	0	5	46
31	17	31_17	2	M.asc	3	10	35	0	5	40
31	17	31_17	2	M.asc	4	13	12	0	6	18
31	17	31_17	2	M.asc	5	17	14	0	7	21
31	18	31_18	1	M.asc	1	3	23	0	4	27
31	18	31_18	1	M.asc	2	6	51	0	3	54
31	18	31_18	1	M.asc	3	9	66	0	1	67
31	18	31_18	1	M.asc	4	13	226	0	30	256
31	18	31_18	1	M.asc	5	17	385	0	41	426
33	1	33_01	2	M.asc	1	4	33	0	5	38
33	1	33_01	2	M.asc	2	7	31	0	1	32
33	1	33_01	2	M.asc	3	10	34	0	5	39
33	1	33_01	2	M.asc	4	13	34	0	13	47
33	1	33_01	2	M.asc	5	17	16	0	11	27
33	2	33_02	2	A.asc	1	4	8	4	1	13
33	2	33_02	2	A.asc	2	7	34	5	2	41
33	2	33_02	2	A.asc	3	10	54	7	3	64
33	2	33_02	2	A.asc	4	13	139	24	1	164
33	2	33_02	2	A.asc	5	17	303	27	10	340
33	3	33_03	2	M.asc	1	5	9	0	5	14
33	3	33_03	2	M.asc	2	7	14	0	4	18
33	3	33_03	2	M.asc	3	10	24	0	2	26
33	3	33_03	2	M.asc	4	13	29	0	6	35
33	3	33_03	2	M.asc	5	17	116	0	16	132
33	4	33_04	1	M.asc	1	3	24	0	5	29
33	4	33_04	1	M.asc	2	6	69	0	5	74
33	4	33_04	1	M.asc	3	9	76	0	4	80
33	4	33_04	1	M.asc	4	13	165	0	29	194
33	4	33_04	1	M.asc	5	17	204	0	54	258
33	5	33_05	2	A.ner	1	4	11	5	0	16
33	5	33_05	2	A.ner	2	6	44	8	1	53
33	5	33_05	2	A.ner	3	9	131	19	0	150
33	5	33_05	2	A.ner	4	12	255	30	7	292
33	5	33_05	2	A.ner	5	16	366	18	25	409
33	6	33_06	1	M.per	1	4	4	5	0	9
33	6	33_06	1	M.per	2	7	29	3	0	32
33	6	33_06	1	M.per	3	10	26	7	0	33
33	6	33_06	1	M.per	4	14	144	16	0	160
33	6	33_06	1	M.per	5	18	147	26	0	173
33	7	33_07	2	M.per	1	4	11	5	0	16
33	7	33_07	2	M.per	2	7	34	7	0	41
33	7	33_07	2	M.per	3	10	65	7	0	72
33	7	33_07	2	M.per	4	13	136	32	0	168
33	7	33_07	2	M.per	5	17	255	14	0	269
33	8	33_08	1	A.asc	1	4	7	4	1	12
33	8	33_08	1	A.asc	2	7	16	5	1	22
33	8	33_08	1	A.asc	3	10	41	7	1	49
33	8	33_08	1	A.asc	4	13	76	17	1	94
33	8	33_08	1	A.asc	5	17	56	14	3	73
33	10	33_10	2	A.asc	1	4	0	4	1	5
33	10	33_10	2	A.asc	2	7	2	4	0	6
33	10	33_10	2	A.asc	3	10	4	2	2	8
33	10	33_10	2	A.asc	4	13	5	2	0	7
33	10	33_10	2	A.asc	5	17	0	2	2	4
33	12	33_12	1	M.asc	1	3	18	0	3	21
33	12	33_12	1	M.asc	2	6	21	0	5	26
33	12	33_12	1	M.asc	3	9	41	0	5	46
33	12	33_12	1	M.asc	4	13	39	0	21	60
33	12	33_12	1	M.asc	5	17	17	0	19	36
33	13	33_13	1	A.asc	1	4	10	5	0	15
33	13	33_13	1	A.asc	2	7	16	5	0	21
33	13	33_13	1	A.asc	3	10	36	7	0	43
33	13	33_13	1	A.asc	4	13	54	18	1	73
33	13	33_13	1	A.asc	5	17	101	12	2	115
33	14	33_14	2	A.ner	1	3	8	5	0	13
33	14	33_14	2	A.ner	2	6	26	2	0	28
33	14	33_14	2	A.ner	3	9	65	11	0	76
33	14	33_14	2	A.ner	4	12	200	17	2	219
33	14	33_14	2	A.ner	5	16	334	19	6	359
33	15	33_15	1	M.per	1	4	12	5	0	17
33	15	33_15	1	M.per	2	7	38	5	0	43
33	15	33_15	1	M.per	3	10	60	21	0	81
33	15	33_15	1	M.per	4	13	163	26	0	189
33	15	33_15	1	M.per	5	17	174	29	0	203
33	16	33_16	1	A.ner	1	3	8	5	0	13
33	16	33_16	1	A.ner	2	6	12	5	0	17
33	16	33_16	1	A.ner	3	9	19	5	0	24
33	16	33_16	1	A.ner	4	13	45	26	0	71
33	16	33_16	1	A.ner	5	17	289	19	0	308
33	17	33_17	2	M.per	1	4	14	5	0	19
33	17	33_17	2	M.per	2	7	52	9	0	61
33	17	33_17	2	M.per	3	10	53	13	0	66
33	17	33_17	2	M.per	4	13	210	23	0	233
33	17	33_17	2	M.per	5	17	327	31	0	358
33	18	33_18	1	A.ner	1	3	6	5	0	11
33	18	33_18	1	A.ner	2	6	18	5	0	23
33	18	33_18	1	A.ner	3	9	29	6	0	35
33	18	33_18	1	A.ner	4	13	81	19	0	100
33	18	33_18	1	A.ner	5	17	219	22	1	242
35	1	35_01	1	A.ner	1	3	11	4	1	16
35	1	35_01	1	A.ner	2	6	31	7	1	39
35	1	35_01	1	A.ner	3	9	89	16	0	105
35	1	35_01	1	A.ner	4	13	192	15	3	210
35	1	35_01	1	A.ner	5	17	287	23	14	324
35	2	35_02	1	M.per	1	4	16	5	0	21
35	2	35_02	1	M.per	2	7	22	4	0	26
35	2	35_02	1	M.per	3	10	29	6	0	35
35	2	35_02	1	M.per	4	13	44	9	0	53
35	2	35_02	1	M.per	5	17	62	7	0	69
35	3	35_03	1	M.per	1	4	15	5	0	20
35	3	35_03	1	M.per	2	7	26	5	0	31
35	3	35_03	1	M.per	3	10	44	14	0	58
35	3	35_03	1	M.per	4	14	132	11	0	143
35	3	35_03	1	M.per	5	18	162	30	0	192
35	4	35_04	2	M.asc	1	4	6	0	3	9
35	4	35_04	2	M.asc	2	7	7	0	3	10
35	4	35_04	2	M.asc	3	10	9	0	3	12
35	4	35_04	2	M.asc	4	13	16	0	2	18
35	4	35_04	2	M.asc	5	18	39	0	6	45
35	5	35_05	2	M.per	1	4	11	5	0	16
35	5	35_05	2	M.per	2	7	53	12	0	65
35	5	35_05	2	M.per	3	10	89	12	0	101
35	5	35_05	2	M.per	4	13	236	32	0	268
35	5	35_05	2	M.per	5	17	479	47	0	526
35	6	35_06	1	A.ner	1	3	6	5	0	11
35	6	35_06	1	A.ner	2	6	21	5	0	26
35	6	35_06	1	A.ner	3	9	41	6	0	47
35	6	35_06	1	A.ner	4	12	29	14	2	45
35	6	35_06	1	A.ner	5	16	72	13	2	87
35	7	35_07	1	M.asc	1	3	30	0	3	33
35	7	35_07	1	M.asc	2	6	43	0	2	45
35	7	35_07	1	M.asc	3	9	47	0	2	49
35	7	35_07	1	M.asc	4	12	38	0	7	45
35	7	35_07	1	M.asc	5	16	35	0	26	61
35	8	35_08	2	A.asc	1	4	1	3	2	6
35	8	35_08	2	A.asc	2	7	2	5	0	7
35	8	35_08	2	A.asc	3	10	8	5	0	13
35	8	35_08	2	A.asc	4	13	31	5	1	37
35	8	35_08	2	A.asc	5	17	92	9	0	101
35	9	35_09	2	M.asc	1	5	36	0	3	39
35	9	35_09	2	M.asc	2	7	51	0	3	54
35	9	35_09	2	M.asc	3	10	80	0	5	85
35	9	35_09	2	M.asc	4	13	91	0	22	113
35	9	35_09	2	M.asc	5	17	181	0	46	227
35	10	35_10	1	A.asc	1	4	10	5	0	15
35	10	35_10	1	A.asc	2	7	27	5	0	32
35	10	35_10	1	A.asc	3	10	30	5	0	35
35	10	35_10	1	A.asc	4	14	93	19	0	112
35	10	35_10	1	A.asc	5	18	131	18	1	150
35	11	35_11	2	A.ner	1	3	7	4	1	12
35	11	35_11	2	A.ner	2	6	12	5	0	17
35	11	35_11	2	A.ner	3	9	73	11	1	85
35	11	35_11	2	A.ner	4	12	108	13	0	121
35	11	35_11	2	A.ner	5	16	373	94	9	476
35	12	35_12	2	A.ner	1	4	9	5	0	14
35	12	35_12	2	A.ner	2	6	41	7	0	48
35	12	35_12	2	A.ner	3	9	76	15	0	91
35	12	35_12	2	A.ner	4	12	257	36	0	293
35	12	35_12	2	A.ner	5	16	734	47	8	789
35	13	35_13	1	A.asc	1	4	0	5	0	5
35	13	35_13	1	A.asc	2	7	1	5	0	6
35	13	35_13	1	A.asc	3	10	0	5	0	5
35	13	35_13	1	A.asc	4	13	0	4	0	4
35	13	35_13	1	A.asc	5	17	0	6	0	6
37	1	37_01	2	A.asc	1	4	13	4	0	17
37	1	37_01	2	A.asc	2	7	26	3	0	29
37	1	37_01	2	A.asc	3	10	19	6	0	25
37	1	37_01	2	A.asc	4	13	39	8	1	48
37	1	37_01	2	A.asc	5	17	141	21	7	169
37	3	37_03	2	M.asc	1	4	17	0	3	20
37	3	37_03	2	M.asc	2	7	43	0	3	46
37	3	37_03	2	M.asc	3	10	57	0	5	62
37	3	37_03	2	M.asc	4	13	114	0	11	125
37	3	37_03	2	M.asc	5	18	279	0	25	304
37	4	37_04	1	M.asc	1	3	26	0	5	31
37	4	37_04	1	M.asc	2	6	45	0	5	50
37	4	37_04	1	M.asc	3	9	61	0	3	64
37	4	37_04	1	M.asc	4	12	46	0	9	55
37	4	37_04	1	M.asc	5	16	85	0	34	119
37	5	37_05	2	A.ner	1	3	3	5	0	8
37	5	37_05	2	A.ner	2	6	33	7	0	40
37	5	37_05	2	A.ner	3	9	92	23	0	115
37	5	37_05	2	A.ner	4	12	306	33	1	340
37	5	37_05	2	A.ner	5	16	600	18	22	640
37	6	37_06	1	A.ner	1	3	6	5	0	11
37	6	37_06	1	A.ner	2	6	9	5	0	14
37	6	37_06	1	A.ner	3	9	19	7	0	26
37	6	37_06	1	A.ner	4	13	126	13	0	139
37	6	37_06	1	A.ner	5	17	236	47	10	293
37	7	37_07	1	M.asc	1	3	9	0	5	14
37	7	37_07	1	M.asc	2	6	53	0	4	57
37	7	37_07	1	M.asc	3	9	64	0	3	67
37	7	37_07	1	M.asc	4	12	56	0	12	68
37	7	37_07	1	M.asc	5	16	68	0	41	109
37	8	37_08	1	M.per	1	4	25	5	0	30
37	8	37_08	1	M.per	2	7	55	8	0	63
37	8	37_08	1	M.per	3	10	64	17	0	81
37	8	37_08	1	M.per	4	13	214	24	0	238
37	8	37_08	1	M.per	5	17	259	29	0	288
37	9	37_09	2	A.asc	1	4	20	4	1	25
37	9	37_09	2	A.asc	2	7	32	9	1	42
37	9	37_09	2	A.asc	3	10	65	9	5	79
37	9	37_09	2	A.asc	4	13	161	16	12	189
37	9	37_09	2	A.asc	5	17	389	25	21	435
37	10	37_10	2	M.per	1	4	15	5	0	20
37	10	37_10	2	M.per	2	7	48	8	0	56
37	10	37_10	2	M.per	3	10	72	11	0	83
37	10	37_10	2	M.per	4	13	143	24	0	167
37	10	37_10	2	M.per	5	17	224	41	0	265
37	11	37_11	2	A.ner	1	3	11	5	0	16
37	11	37_11	2	A.ner	2	6	27	8	0	35
37	11	37_11	2	A.ner	3	9	127	14	2	143
37	11	37_11	2	A.ner	4	12	346	19	4	369
37	11	37_11	2	A.ner	5	16	451	14	22	487
37	12	37_12	2	M.asc	1	4	41	0	3	44
37	12	37_12	2	M.asc	2	7	54	0	3	57
37	12	37_12	2	M.asc	3	10	92	0	3	95
