Yr Mo,Year ,Month,X2 (Km),X10 (Km),Delta Area -- Ppp (Preferred On All Axes),Delta Area - Aaa (Avoided For All Axes),Delta Area --- Paa (Preferred Habitat Type Only),Delta Area -- Ppa (Preferred Type And Depth),Delta Area -- Apa (Preferred Depth),Delta Area -- App (Preferred Depth And Cover),Delta Area -- Aap (Preferred Cover),Delta Area --- Pap (Preferred Type And Cover),Delta Capacity Total,Nbay Area -- Ppp (Preferred On All Axes),Nbay Area - Aaa (Avoided For All Axes),Nbay Area --- Paa (Preferred Substrate Type Only),Nbay Area -- Ppa (Preferred Type And Depth),Nbay Area -- Apa (Preferred Depth),Nbay Area -- App (Preferred Depth And Salinity),Nbay Area -- Aap (Preferred Salinity),Nbay Area --- Pap (Preferred Type And Salinity),Bay Capacity Total,Habitat Total (M2),Record Number,Accessed Date,Source Url,Preferred Citation
193901,1939,1,81.2465744018555,60.9349308013916,69199.4695135245,98682097.4428109,5669.3445093,706262.113946978,22187124.1498475,8048205.84541593,31090606.269824,1525.1454,160790689.781268,2365.94605,23696934.3150357,17878.478923,1187898.11786443,26184817.787537,161743.13362021,1005008.83180412,2790.6861412,52259437.2969757,213050127.078244,Row 174 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193902,1939,2,79.1528854370117,59.3646640777588,85383.4660678596,97761082.075143,6128.02024,701151.711662613,32070326.9953598,12352956.2583025,28409389.8883586,3868.53867329,171390286.953808,6144.577122,30477390.7669801,36559.62,1336747.16457484,32363813.0966054,979201.72878179,1381324.2969286,4042.0014427,66585223.2524354,237975510.206243,Row 175 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193903,1939,3,76.3378219604492,57.2533664703369,87701.4568810296,101345421.245614,12846.73517332,706011.361677613,28600422.7709643,11254510.5106598,29599811.7451709,4256.41647,171610982.242611,1603.9738,34819294.5996956,9203.495588,1534996.56692196,35034244.1346226,1559836.27407901,2944203.1684247,1793.081827,75905175.2949589,247516157.53757,Row 176 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193904,1939,4,76.7130737304687,57.5348052978516,89790.0404411496,107326775.462778,13515.5884927,708478.931862613,25984316.9034785,9253477.09107481,32986966.3352785,2841.93564,176366162.289046,7580.611256,39341398.8172884,69865.269343,1526155.08835494,32304580.6230206,1225164.00954069,3114366.17487318,5003.2655567,77594113.8592335,253960276.14828,Row 177 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193905,1939,5,77.6484375,58.236328125,68565.4087542711,98040058.2272059,6847.7756193,704648.650364689,22347088.9377229,8124290.03388874,30853010.1067697,2116.5895,160146625.729826,2565.49635,32787922.4969707,19958.173381,1375843.48881646,33089988.0842704,1502387.01756181,1771575.1483185,2941.2124412,70553181.1181101,230699806.847936,Row 178 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193906,1939,6,78.010498046875,58.5078735351562,62187.3311909811,89269134.4719226,4774.817654,688487.508691369,28639366.7284588,11829974.5477415,25959476.948264,2452.87809297,156455855.232016,5056.5694412,35290582.9377157,60715.5160651,1365168.72916765,31718998.3759945,988775.04444609,2331639.4909698,5791.2269127,71766727.8907128,228222583.122729,Row 179 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193907,1939,7,81.4900665283203,61.1175498962402,66693.2767642711,97293227.14128,13831.8937427,695208.650060369,23204519.6914733,8531661.10760792,30508460.2455288,3037.64934,160316639.655797,3296.992827,23521105.2113129,37180.586048,1185231.30324978,26081491.2641457,168243.22684562,1046307.7082477,4905.824529,52047762.1172057,212364401.773003,Row 180 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193908,1939,8,84.1211090087891,63.0908317565918,64900.4340041511,93701915.3074063,12846.73517332,693545.601745369,25381779.6883473,9733586.6306246,28682769.5503825,4256.41647,158275600.364154,3185.205427,16982802.1189209,30795.767389,1048144.74270694,15027860.7323838,140786.68133739,921675.8926598,3656.539095,34158907.6799198,192434508.044073,Row 181 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193909,1939,9,87.1693496704101,65.3770122528076,68465.3825842711,101051422.874025,7047.8187927,704248.543364689,21309645.7169263,7599305.66686352,32214812.6141476,2116.5895,162957065.206204,6160.879922,8910945.14748139,33323.02419,1031391.67087246,8968948.8705926,111167.53307639,432942.49227338,4020.313399,19498899.9318072,182455965.138011,Row 182 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193910,1939,10,90.7416915893555,68.0562686920166,67202.1173642711,95754641.3059723,13795.4704327,696019.503892072,23608371.9249526,8702193.20410024,29867171.3291094,2628.83554,158712023.691364,2011.2427,4237341.25612374,12913.463337,660156.083338697,3255858.02659017,57779.06604369,284915.82799842,2253.2061132,8513228.17224492,167225251.863608,Row 183 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193911,1939,11,88.8595428466797,66.6446571350098,70624.5845436445,102380470.107657,2970.207233,710809.766196358,20521422.0014197,7080135.15784574,32824233.4180432,463.1167817,163591128.35972,3296.992827,6052685.1686065,37180.586048,888851.54187025,6938798.29410509,71956.80666489,412344.0391588,4905.824529,14410019.2538095,178001147.61353,Row 184 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193912,1939,12,88.9392318725586,66.7044239044189,69830.9524642711,109517683.892308,3126.8502596,709116.045834069,15635460.0614876,5933296.4379193,34892449.5557543,965.2496817,166761929.045709,10126.43946,11827920.4235695,124344.092263,981456.274495849,2305818.29577507,142060.22585338,473191.864931622,7517.357907,15872434.9742554,182634364.019964,Row 185 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194001,1940,1,90.105598449707,67.5791988372803,69512.8346641511,104672631.53581,4597.3500266,707445.553415689,19259385.751013,7141804.45313928,33286868.8961672,1283.3038,165143529.678036,8296.4631922,6852491.72177122,40374.7429921,779199.803978487,2880875.91518412,92123.21865824,320832.39367198,3394.348718,10977588.6081663,176121118.286202,Row 186 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194002,1940,2,68.0310440063477,51.0232830047607,68465.3825842711,102594089.155814,7047.8187927,704248.543364689,20859831.2755689,7629326.82939576,32516185.5183138,2116.5895,164381311.113334,6608.799197,54876252.1711558,35505.27663,2980205.50851244,41123273.1772822,1346407.24687409,4024170.62673848,4296.9208107,104396719.727201,268778030.840535,Row 187 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194003,1940,3,52.2942771911621,39.2207078933716,92978.5304450096,115699348.085629,3177.081872,723187.979750213,21930515.4881035,7476344.90676269,36115233.574518,1206.1938317,182041991.840912,6044.254097,60082603.7498558,36098.67914994,3128924.82288554,41760356.6519465,1365561.43022199,3977035.09899718,4040.7163337,110360665.403488,292402657.2444,Row 188 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194004,1940,4,48.5272102355957,36.3954076766968,99152.480557488,106612566.108327,2958.313533,723705.512732284,27519594.8197454,9948748.57749944,32172368.4682972,565.1322817,177079659.412974,3304.592499,59319090.8082255,38683.92269994,3111105.68076854,42598205.2567096,1337130.28413009,4004295.12273422,5000.0116637,110416815.679431,287496475.092404,Row 189 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194005,1940,5,49.985279083252,37.488959312439,91159.3620711496,104104856.462258,7577.3364627,716084.767602933,27686186.3830448,9980892.62824854,31487987.9740081,2223.63344,174076968.547136,3285.268427,59422159.6990831,33026.49499894,3107182.73126855,42215305.8409073,1364650.65953149,3963526.9424842,3724.472691,110112862.109392,284189830.656528,Row 190 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194006,1940,6,63.0539054870606,47.2904291152954,66450.9817642711,97306452.7924946,14286.33103704,694754.210870369,23784600.575136,8939713.31276919,30190315.6254231,3279.94934,160999853.778835,7904.335851,74449850.8353877,292271.2080999,3149282.72663448,29078918.6901829,725639.53463589,4713026.28098995,9344.1919157,112426237.803698,273426091.582532,Row 191 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194007,1940,7,76.2545852661133,57.190938949585,66450.9817642711,94970430.6569236,14087.22103704,694754.210870369,23141015.792084,9161131.54626651,29027962.1276975,3278.99934,157079111.535983,1503.912,38251921.5469505,7745.323028,1550430.7853393,28970882.3283627,1823324.38691029,2563771.99422123,1880.136427,73171460.413239,230250571.949222,Row 192 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194008,1940,8,80.8305358886719,60.6229019165039,67683.6889342711,99524754.4213093,12139.1078927,698503.494621369,22282556.0588167,8138085.35877199,31406519.9347962,2651.82984,162132893.894983,5568.6774412,25145688.5739574,37575.73814994,1235959.2806114,29129465.6638145,187017.57178519,1058045.73564498,4370.192022,56803691.4334266,218936585.328409,Row 193 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194009,1940,9,84.7405242919922,63.5553932189941,67683.6889342711,96464149.6440428,12276.7960227,698503.494621369,22387484.2447176,8521395.46426343,29931919.3546166,2714.19204,158086126.879259,1603.9738,14667662.5199471,9180.952728,1034443.51711968,11254000.3219244,136426.38299152,798795.2759817,1793.081827,27903906.0263194,185990032.905578,Row 194 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194010,1940,10,80.9692611694336,60.7269458770752,64309.8887809811,94327366.1928718,12353.32006332,692551.723345369,25898338.6239737,10187208.643106,28622249.2346487,4255.52014329,159808633.146933,7480.548256,30312678.937944,150350.965483,1244781.08158795,23817568.4701272,203957.10070179,1073224.81132988,6999.339379,56817041.2548088,216625674.401742,Row 195 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194011,1940,11,80.2234954833985,60.1676216125488,87701.4568810296,101081438.215465,12846.73517332,706011.361677613,29046131.1779402,11318357.4356099,29552942.7890968,4256.41647,171809685.588314,1711.055,26112884.4720038,10706.879097,1274509.93440322,30189805.8453462,378445.68305581,1014818.58644612,2162.028079,58985044.4834312,230794730.071745,Row 196 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194012,1940,12,81.041145324707,60.7808589935303,90389.4956411496,105520374.723021,13521.4521927,709486.883679613,27572157.3156916,10021420.551696,31867502.3471436,2647.02194,175797499.791006,4863.0423332,29526202.913352,147665.361713,1215849.04256208,24075247.8736997,201746.88090859,1068938.65872998,7984.17493,56248497.9482286,232045997.739234,Row 197 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194101,1941,1,59.9427490234375,44.9570617675781,91366.4231110296,110787197.607731,6278.1974893,717892.814866933,24640269.5208676,8736940.57557248,33986312.5443366,2116.5895,178968374.273475,7238.804456,69649763.6034866,187291.978782,3142842.13728249,33554095.7869367,939125.10359629,4483348.23336478,7504.302539,111971209.950444,290939584.223919,Row 198 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194102,1941,2,49.2484397888184,36.9363298416138,79794.0280510842,115481343.048291,3202.5578596,719838.187880678,21568656.9946976,8011812.91044848,35373822.8524695,1018.8397817,181239489.41948,13045.330296,85946853.5402343,392343.182192,3294665.11081944,18506438.0870139,612368.42512698,4923296.73521213,10437.062347,113699447.473242,294938936.892721,Row 199 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194103,1941,3,48.156436920166,36.1173276901245,79693.0550510842,112625418.542654,3614.1977266,718850.777225018,23438183.3640427,8587884.46361029,34504501.7832547,1066.160644,179959212.344208,8579.5408552,75541613.4670405,441466.1705399,3154966.92289349,28137369.1384257,701553.49415318,4751408.86160017,11528.5856037,112748486.181112,292707698.52532,Row 200 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194104,1941,4,48.7906227111816,36.5929670333862,98990.090857488,109134644.331631,2969.017163,723467.799502284,25434613.7744813,9042289.20505952,33258288.4977555,703.9876817,177695966.704132,1811.1165,58389159.2364644,11339.920787,3071134.99446282,37762245.1121413,1650064.48106721,3445771.6744824,2216.4469432,104333742.982848,282029709.68698,Row 201 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194105,1941,5,49.7302322387695,37.2976741790771,104286.164002406,119243684.674623,4472.31816,725615.627319605,21381833.4457254,7313062.93451133,37178715.3891986,2610.04061,185954280.59415,6293.118922,60139858.2457502,31587.61213994,3135158.51592554,41638334.6393465,1368302.74161809,3972924.43901918,4080.8198337,110296540.132555,296250820.726705,Row 202 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194106,1941,6,53.9035720825195,40.4276790618897,99336.562357488,105991057.761152,2770.158073,724121.567672284,27655551.8019839,9948299.97707629,32025455.1286661,463.1167817,176447056.073763,4563.2507132,63100642.8411648,92142.118133,3117828.88254754,39623817.4572451,1170396.92618529,4222762.57964098,6693.278868,111338847.334498,287785903.408261,Row 203 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
