Yr Mo,Year ,Month,X2 (Km),X10 (Km),Delta Area -- Ppp (Preferred On All Axes),Delta Area - Aaa (Avoided For All Axes),Delta Area --- Paa (Preferred Habitat Type Only),Delta Area -- Ppa (Preferred Type And Depth),Delta Area -- Apa (Preferred Depth),Delta Area -- App (Preferred Depth And Cover),Delta Area -- Aap (Preferred Cover),Delta Area --- Pap (Preferred Type And Cover),Delta Capacity Total,Nbay Area -- Ppp (Preferred On All Axes),Nbay Area - Aaa (Avoided For All Axes),Nbay Area --- Paa (Preferred Substrate Type Only),Nbay Area -- Ppa (Preferred Type And Depth),Nbay Area -- Apa (Preferred Depth),Nbay Area -- App (Preferred Depth And Salinity),Nbay Area -- Aap (Preferred Salinity),Nbay Area --- Pap (Preferred Type And Salinity),Bay Capacity Total,Habitat Total (M2),Record Number,Accessed Date,Source Url,Preferred Citation
197301,1973,1,70.8392791748047,53.1294593811035,64088.3220109811,91945211.5197938,12253.39706332,692251.549001369,26319060.3905668,10863666.4768513,27219226.6849817,4377.06147329,157120135.401743,1711.055,48452223.7848863,10703.197637,2561710.38521092,40055669.8821644,1503629.58888341,3393635.38029412,2162.028079,95981445.3021552,253101580.703898,Row 481 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197302,1973,2,51.9101676940918,38.9326257705688,69202.8756459711,112783622.522954,4936.120256,709375.618017369,14363125.6332473,4936169.97247513,36503462.4062844,2722.62341,169372617.77229,8680.0527469,75972562.4386021,473850.3362399,3158674.11839348,27642403.9479499,705899.92126988,4739978.02778687,12215.685899,112714264.528888,282086882.301178,Row 482 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197303,1973,3,49.218677520752,36.914008140564,92531.0088411496,110494901.071659,3614.1977266,720894.465520653,24713183.3665488,8958690.58392512,33766822.9556886,1066.160644,178751703.810554,8681.1645759,79412205.0605645,495817.1421599,3157593.35138354,24452224.4650778,596261.24707458,4866238.8403651,12907.456592,113001928.727793,291753632.538347,Row 483 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197304,1973,4,51.4752159118652,38.6064119338989,91054.7072011496,103857696.246501,8072.8234327,715589.268132933,27998048.5242299,10199025.2088853,31273781.5317123,2328.28844,174145596.598535,4027.5629432,59771226.7032695,40885.06557,3113752.29831755,42425859.318503,1307097.75046561,4057394.31117488,5049.4344927,110725292.444736,284870889.043272,Row 484 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197305,1973,5,62.2024726867676,46.6518545150757,92531.9503411496,107140048.793588,3415.0947266,721093.580796313,25479162.5143304,8949263.18409345,32901757.8956259,1065.2137,175288338.227202,2165.82185,59088019.9807386,17107.252323,3103960.53600055,39182895.1059301,1606447.24048941,3584361.26147832,2761.4073132,106587718.606123,281876056.833325,Row 485 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197306,1973,6,66.9502029418945,50.2126522064209,70624.5845436445,102046121.360818,2970.207233,710809.766196358,20731325.9095486,7216935.92465199,32620261.5901995,463.1167817,163399512.459973,3296.992827,55384654.3940723,37480.772048,3092144.21006587,40329552.5153201,1538625.29101839,3745832.9181692,4905.824529,104136492.91805,267536005.378023,Row 486 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197307,1973,7,74.6550827026367,55.9913120269775,62582.4431909811,88942398.5738198,6128.02024,688685.951730369,28514630.1234932,11715585.1700161,25879759.6592857,3868.53867329,155813638.480449,3296.992827,39906677.4174382,37229.39079794,1792761.96312405,38705415.6703817,1306540.20904701,3420662.28057082,4684.730852,85177268.6550387,240990907.135488,Row 487 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197308,1973,8,80.2294006347656,60.1720504760742,66450.9817642711,96585482.4966143,14087.22103704,694754.210870369,23876450.3363225,8818869.62691048,30096050.0743185,3278.99934,160155423.947177,5056.5694412,29308120.8404859,86171.839213,1294941.48800545,28543944.3733801,382367.20057959,1092851.62843538,6369.9605477,60719823.9000883,220875247.847266,Row 488 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197309,1973,9,85.1207427978515,63.8405570983887,68253.6865242711,102204621.61994,8072.8234327,703123.515204689,20708578.9251143,7731479.37201934,32319555.0959024,2328.28844,163746013.326578,8312.6661922,18695015.3763187,174862.7091551,1075697.81526209,8295927.81136333,195588.80810198,847678.8929691,4586.826942,29297670.9063045,193043684.232882,Row 489 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197310,1973,10,80.9840850830078,60.7380638122559,67683.6889342711,100126910.357841,12139.1078927,698503.494621369,22031769.7454261,8214134.9630513,31502698.0718045,2651.82984,162656491.259411,7896.191618,33293568.2825971,215814.8847299,1247383.93930069,21105816.0385181,231280.8187934,1100952.8332473,8617.407608,57211330.3964125,219867821.655824,Row 490 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197311,1973,11,80.6271057128906,60.470329284668,67683.6889342711,96010904.3212184,12276.7960227,698503.494621369,23640147.37011,8785751.93030474,29910348.1493556,2714.19204,159128329.942607,2011.2427,25024495.6307133,14235.308387,1227777.23292655,28351920.1154306,162834.20637181,997020.2359077,2454.6981132,55782748.6705502,214911078.613157,Row 491 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197312,1973,12,58.0590171813965,43.5442628860474,67202.1173642711,97577956.1890606,13795.4704327,696033.360130369,23275817.1426732,8551984.55429943,30442928.688832,2628.83554,160628346.358333,2700.628277,59398137.1208827,24922.01871094,3105566.30806855,42153117.8499172,1377482.91485229,3946605.7933142,3744.140295,110012276.774318,270640623.13265,Row 492 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197401,1974,1,50.8498725891113,38.1374044418335,77451.5108510842,106937382.340217,13921.5621927,707043.087416978,27346635.8831857,9598648.23959836,32734703.753955,2747.04194,177418533.419357,9067.8139337,78841150.2603319,487579.435952,3164347.55540955,25140185.3779305,596734.47088638,4903455.5552275,12656.694821,113155177.164493,290573710.583849,Row 493 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197402,1974,2,48.0947189331055,36.0710391998291,88965.2440410296,100900529.298548,13217.40551432,707106.630312613,31007602.9206886,11933290.3919723,29493164.7089386,3348.61254,174147225.212555,4863.0423332,66953668.3116705,147761.517213,3121341.20935354,36091554.8313556,981526.18858599,4428922.89971688,7984.17493,111737622.175159,285884847.387714,Row 494 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197403,1974,3,54.2539596557617,40.6904697418213,98484.582957488,103562391.64336,3614.1977266,721766.647536624,29708164.1191402,11613721.5822961,30161141.1002653,1066.160644,175870350.033926,2565.49635,59359473.4076518,21768.90270094,3104887.93605855,42555710.5061601,1314770.61088399,4020777.73271252,3104.1175759,110383058.710094,286253408.74402,Row 495 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197404,1974,4,48.8072776794434,36.6054582595825,99336.562357488,110967614.064269,2770.158073,724121.568172284,25051230.4000758,8792356.49128183,34144396.8761763,463.1167817,179782289.237187,4563.2507132,59757721.9815118,38799.44770994,3118325.51613754,41832798.3633423,1421678.44995251,3919282.4304542,4920.157119,110098089.59694,289880378.834128,Row 496 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197405,1974,5,50.211109161377,37.6583318710327,91054.7094011496,110446257.693063,8072.8234327,715589.275136933,24234448.0227053,8788072.15335887,33934832.8807657,2328.28844,178220655.846304,8681.1232037,77758095.2284854,480127.248062,3162552.06877948,26158104.4995963,635470.38204638,4862568.84756129,12558.298921,113078157.696656,291298813.542959,Row 497 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
