Genotype	Replicate	ID	Chamber	Species	Census	Age	Age.aph.int	Leaves	Nodes	Height
35	4	35_04	2	M.asc	9	42	24	10	5	12.32
35	5	35_05	2	M.per	1	9	21	2	1	1.32
35	5	35_05	2	M.per	2	13	21	4	2	2.9
35	5	35_05	2	M.per	3	17	21	4	2	4.07
35	5	35_05	2	M.per	4	20	21	4	2	5.1
35	5	35_05	2	M.per	5	25	21	6	3	7.78
35	5	35_05	2	M.per	6	28	21	6	3	9.7
35	5	35_05	2	M.per	7	31	21	6	3	10.96
35	5	35_05	2	M.per	8	34	21	6	3	12.15
35	5	35_05	2	M.per	9	38	21	5	3	12.5
35	6	35_06	1	A.ner	1	9	24	2	1	2.5
35	6	35_06	1	A.ner	2	13	24	4	2	3.44
35	6	35_06	1	A.ner	3	17	24	4	2	4.25
35	6	35_06	1	A.ner	4	20	24	4	2	4.36
35	6	35_06	1	A.ner	5	27	24	6	3	5.84
35	6	35_06	1	A.ner	6	30	24	6	3	5.75
35	6	35_06	1	A.ner	7	33	24	4	2	6.39
35	6	35_06	1	A.ner	8	36	24	6	3	6.15
35	6	35_06	1	A.ner	9	40	24	6	3	6.58
35	7	35_07	1	M.asc	1	11	26	2	1	2.07
35	7	35_07	1	M.asc	2	15	26	4	2	3.19
35	7	35_07	1	M.asc	3	19	26	6	3	4.37
35	7	35_07	1	M.asc	4	22	26	4	2	4.78
35	7	35_07	1	M.asc	5	29	26	6	3	5.78
35	7	35_07	1	M.asc	6	32	26	6	3	6.32
35	7	35_07	1	M.asc	7	35	26	4	2	6.07
35	7	35_07	1	M.asc	8	38	26	6	3	6.21
35	7	35_07	1	M.asc	9	42	26	5	3	6.33
35	8	35_08	2	A.asc	1	10	22	2	1	1.91
35	8	35_08	2	A.asc	2	14	22	4	2	2.9
35	8	35_08	2	A.asc	3	18	22	6	3	4.32
35	8	35_08	2	A.asc	4	21	22	4	2	5.15
35	8	35_08	2	A.asc	5	26	22	6	3	7.55
35	8	35_08	2	A.asc	6	29	22	8	4	8.29
35	8	35_08	2	A.asc	7	32	22	8	4	9.8
35	8	35_08	2	A.asc	8	35	22	10	5	10.69
35	8	35_08	2	A.asc	9	39	22	8	4	11.33
35	9	35_09	2	M.asc	1	9	21	2	1	1.75
35	9	35_09	2	M.asc	2	13	21	4	2	2.53
35	9	35_09	2	M.asc	3	17	21	4	2	3.57
35	9	35_09	2	M.asc	4	20	21	4	2	4.5
35	9	35_09	2	M.asc	5	26	21	6	3	7.1
35	9	35_09	2	M.asc	6	28	21	8	4	8
35	9	35_09	2	M.asc	7	31	21	8	4	8.24
35	9	35_09	2	M.asc	8	34	21	8	4	9.15
35	9	35_09	2	M.asc	9	38	21	10	5	9.7
35	10	35_10	1	A.asc	1	10	24	2	1	1.93
35	10	35_10	1	A.asc	2	14	24	4	2	2.98
35	10	35_10	1	A.asc	3	18	24	6	3	4.4
35	10	35_10	1	A.asc	4	21	24	6	3	5.18
35	10	35_10	1	A.asc	5	28	24	8	4	7.88
35	10	35_10	1	A.asc	6	31	24	8	4	8.6
35	10	35_10	1	A.asc	7	34	24	6	3	9.24
35	10	35_10	1	A.asc	8	38	24	8	4	8.93
35	10	35_10	1	A.asc	9	42	24	8	4	9.26
35	11	35_11	2	A.ner	1	9	22	2	1	1.96
35	11	35_11	2	A.ner	2	13	22	4	2	3.36
35	11	35_11	2	A.ner	3	17	22	4	2	4.7
35	11	35_11	2	A.ner	4	20	22	4	2	5.8
35	11	35_11	2	A.ner	5	25	22	6	3	6.66
35	11	35_11	2	A.ner	6	28	22	4	2	7.14
35	11	35_11	2	A.ner	7	31	22	6	3	8.6
35	11	35_11	2	A.ner	8	34	22	6	3	8.41
35	11	35_11	2	A.ner	9	38	22	6	3	8.1
35	12	35_12	2	A.ner	1	9	22	2	1	1.55
35	12	35_12	2	A.ner	2	13	22	4	2	2.55
35	12	35_12	2	A.ner	3	17	22	6	3	3.8
35	12	35_12	2	A.ner	4	20	22	4	2	4.83
35	12	35_12	2	A.ner	5	26	22	4	2	8.41
35	12	35_12	2	A.ner	6	28	22	6	3	9.91
35	12	35_12	2	A.ner	7	31	22	6	3	11.45
35	12	35_12	2	A.ner	8	34	22	6	3	11.95
35	12	35_12	2	A.ner	9	38	22	6	3	11.58
35	13	35_13	1	A.asc	1	7	21	2	1	1.59
35	13	35_13	1	A.asc	2	11	21	4	2	2.67
35	13	35_13	1	A.asc	3	15	21	4	2	3.35
35	13	35_13	1	A.asc	4	18	21	4	2	4.26
35	13	35_13	1	A.asc	5	25	21	6	3	6.95
35	13	35_13	1	A.asc	6	28	21	8	4	8.2
35	13	35_13	1	A.asc	7	31	21	4	2	7.79
35	13	35_13	1	A.asc	8	34	21	6	3	8.22
35	13	35_13	1	A.asc	9	38	21	6	3	8.53
37	1	37_01	2	A.asc	1	13	25	4	2	1.98
37	1	37_01	2	A.asc	2	17	25	6	3	3.17
37	1	37_01	2	A.asc	3	21	25	6	3	4.27
37	1	37_01	2	A.asc	4	24	25	6	3	5.15
37	1	37_01	2	A.asc	5	29	25	8	4	6.29
37	1	37_01	2	A.asc	6	32	25	9	5	6.66
37	1	37_01	2	A.asc	7	35	25	9	5	7.25
37	1	37_01	2	A.asc	8	38	25	11	6	7.24
37	1	37_01	2	A.asc	9	42	25	8	4	7.44
37	2	37_02	2	Control	1	13	NA	4	2	2.37
37	2	37_02	2	Control	2	17	NA	6	3	3.48
37	2	37_02	2	Control	3	21	NA	8	4	4.9
37	2	37_02	2	Control	4	24	NA	6	3	5.5
37	2	37_02	2	Control	5	29	NA	8	4	7.16
37	2	37_02	2	Control	6	32	NA	10	5	7.85
37	2	37_02	2	Control	7	35	NA	10	5	8.35
37	2	37_02	2	Control	8	38	NA	10	5	8.5
37	2	37_02	2	Control	9	42	NA	10	5	8.33
37	3	37_03	2	M.asc	1	12	24	4	2	1.78
37	3	37_03	2	M.asc	2	16	24	6	3	2.62
37	3	37_03	2	M.asc	3	20	24	6	3	3.97
37	3	37_03	2	M.asc	4	23	24	6	3	4.95
37	3	37_03	2	M.asc	5	28	24	8	4	6.89
37	3	37_03	2	M.asc	6	31	24	10	5	6.86
37	3	37_03	2	M.asc	7	34	24	10	5	7.55
37	3	37_03	2	M.asc	8	37	24	12	6	9.83
37	3	37_03	2	M.asc	9	42	24	11	6	7.71
37	4	37_04	1	M.asc	1	14	29	4	2	2.77
37	4	37_04	1	M.asc	2	18	29	6	3	3.92
37	4	37_04	1	M.asc	3	22	29	8	4	5.27
37	4	37_04	1	M.asc	4	25	29	8	4	5.84
37	4	37_04	1	M.asc	5	32	29	8	4	7
37	4	37_04	1	M.asc	6	35	29	6	3	7.61
37	4	37_04	1	M.asc	7	38	29	5	3	8.61
37	4	37_04	1	M.asc	8	41	29	4	2	8.16
37	4	37_04	1	M.asc	9	45	29	6	3	8.56
37	5	37_05	2	A.ner	1	15	28	4	2	1.74
37	5	37_05	2	A.ner	2	19	28	6	3	2.5
37	5	37_05	2	A.ner	3	23	28	6	3	3.46
37	5	37_05	2	A.ner	4	26	28	6	3	3.8
37	5	37_05	2	A.ner	5	31	28	8	4	4.95
37	5	37_05	2	A.ner	6	34	28	10	5	5.22
37	5	37_05	2	A.ner	7	37	28	10	5	4.95
37	5	37_05	2	A.ner	8	40	28	10	5	5.2
37	5	37_05	2	A.ner	9	44	28	10	5	5.14
37	6	37_06	1	A.ner	1	14	29	4	2	1.46
37	6	37_06	1	A.ner	2	18	29	6	3	2.18
37	6	37_06	1	A.ner	3	22	29	6	3	3.03
37	6	37_06	1	A.ner	4	25	29	6	3	3.51
37	6	37_06	1	A.ner	5	32	29	8	4	5.06
37	6	37_06	1	A.ner	6	35	29	10	5	6.09
37	6	37_06	1	A.ner	7	38	29	12	6	6.12
37	6	37_06	1	A.ner	8	42	29	7	4	6.86
37	6	37_06	1	A.ner	9	46	29	7	4	6.22
37	7	37_07	1	M.asc	1	15	30	4	2	2.45
37	7	37_07	1	M.asc	2	19	30	6	3	3.39
37	7	37_07	1	M.asc	3	23	30	8	4	4.28
37	7	37_07	1	M.asc	4	26	30	6	3	4.41
37	7	37_07	1	M.asc	5	33	30	10	5	5.51
37	7	37_07	1	M.asc	6	36	30	10	5	5.6
37	7	37_07	1	M.asc	7	39	30	8	4	6.2
37	7	37_07	1	M.asc	8	42	30	6	3	6.16
37	7	37_07	1	M.asc	9	46	30	6	3	6.16
37	8	37_08	1	M.per	1	13	27	4	2	2.21
37	8	37_08	1	M.per	2	17	27	6	3	3.18
37	8	37_08	1	M.per	3	21	27	6	3	4.18
37	8	37_08	1	M.per	4	24	27	6	3	4.89
37	8	37_08	1	M.per	5	31	27	8	4	7.05
37	8	37_08	1	M.per	6	34	27	6	3	7.75
37	8	37_08	1	M.per	7	37	27	4	2	7.55
37	8	37_08	1	M.per	8	40	27	2	1	7.8
37	8	37_08	1	M.per	9	44	27	2	1	7.76
37	9	37_09	2	A.asc	1	10	22	4	2	2.16
37	9	37_09	2	A.asc	2	14	22	6	3	3.13
37	9	37_09	2	A.asc	3	18	22	6	3	4.12
37	9	37_09	2	A.asc	4	21	22	6	3	4.49
37	9	37_09	2	A.asc	5	26	22	8	4	5.9
37	9	37_09	2	A.asc	6	29	22	9	5	6.54
37	9	37_09	2	A.asc	7	32	22	8	4	6.85
37	9	37_09	2	A.asc	8	35	22	8	4	6.5
37	9	37_09	2	A.asc	9	39	22	4	2	6.59
37	10	37_10	2	M.per	1	11	23	4	2	1.85
37	10	37_10	2	M.per	2	15	23	6	3	2.94
37	10	37_10	2	M.per	3	19	23	6	3	4.15
37	10	37_10	2	M.per	4	22	23	6	3	4.45
37	10	37_10	2	M.per	5	27	23	8	4	6.78
37	10	37_10	2	M.per	6	30	23	10	5	7.4
37	10	37_10	2	M.per	7	33	23	11	6	8.25
37	10	37_10	2	M.per	8	36	23	11	6	8.49
37	10	37_10	2	M.per	9	40	23	9	5	8.44
37	11	37_11	2	A.ner	1	12	25	4	2	2.42
37	11	37_11	2	A.ner	2	16	25	6	3	3.44
37	11	37_11	2	A.ner	3	20	25	6	3	4.84
37	11	37_11	2	A.ner	4	23	25	6	3	5.56
37	11	37_11	2	A.ner	5	28	25	8	4	6.35
37	11	37_11	2	A.ner	6	31	25	10	5	6.16
37	11	37_11	2	A.ner	7	34	25	8	4	6.65
37	11	37_11	2	A.ner	8	37	25	8	4	6.89
37	11	37_11	2	A.ner	9	41	25	8	4	6.99
37	12	37_12	2	M.asc	1	10	22	4	2	1.81
37	12	37_12	2	M.asc	2	14	22	4	2	3.08
37	12	37_12	2	M.asc	3	18	22	6	3	4.22
37	12	37_12	2	M.asc	4	21	22	6	3	4.69
37	12	37_12	2	M.asc	5	26	22	8	4	5.79
37	12	37_12	2	M.asc	6	29	22	8	4	6.37
37	12	37_12	2	M.asc	7	32	22	10	5	6.8
37	12	37_12	2	M.asc	8	35	22	10	5	7.17
37	12	37_12	2	M.asc	9	39	22	10	5	7.42
37	13	37_13	1	M.per	1	11	25	4	2	3
37	13	37_13	1	M.per	2	15	25	6	3	4.5
37	13	37_13	1	M.per	3	19	25	6	3	5.74
37	13	37_13	1	M.per	4	22	25	6	3	6.2
37	13	37_13	1	M.per	5	29	25	8	4	7.53
37	13	37_13	1	M.per	6	32	25	8	4	7.65
37	13	37_13	1	M.per	7	35	25	6	3	8.05
37	13	37_13	1	M.per	8	38	25	6	3	8.19
37	13	37_13	1	M.per	9	42	25	6	3	7.78
37	14	37_14	1	A.ner	1	11	26	4	2	2.76
37	14	37_14	1	A.ner	2	15	26	6	3	3.93
37	14	37_14	1	A.ner	3	19	26	6	3	5.12
37	14	37_14	1	A.ner	4	22	26	6	3	5.68
37	14	37_14	1	A.ner	5	29	26	8	4	6.22
37	14	37_14	1	A.ner	6	32	26	8	4	6.85
37	14	37_14	1	A.ner	7	35	26	6	3	7.4
37	14	37_14	1	A.ner	8	39	26	6	3	7.35
37	14	37_14	1	A.ner	9	43	26	6	3	7.04
37	15	37_15	2	M.per	1	11	23	4	2	3.01
37	15	37_15	2	M.per	2	15	23	6	3	4.26
37	15	37_15	2	M.per	3	19	23	6	3	5.32
37	15	37_15	2	M.per	4	22	23	6	3	6.3
37	15	37_15	2	M.per	5	27	23	8	4	8.27
37	15	37_15	2	M.per	6	30	23	10	5	9.04
37	15	37_15	2	M.per	7	33	23	8	4	9.27
37	15	37_15	2	M.per	8	36	23	9	5	9.2
37	15	37_15	2	M.per	9	40	23	7	4	9.14
37	16	37_16	1	A.asc	1	11	25	2	1	2.31
37	16	37_16	1	A.asc	2	15	25	6	3	3.87
37	16	37_16	1	A.asc	3	19	25	6	3	5.2
37	16	37_16	1	A.asc	4	22	25	6	3	6.14
37	16	37_16	1	A.asc	5	29	25	8	4	8.33
37	16	37_16	1	A.asc	6	32	25	6	3	8.9
37	16	37_16	1	A.asc	7	35	25	6	3	9.37
37	16	37_16	1	A.asc	8	38	25	6	3	9.55
37	16	37_16	1	A.asc	9	42	25	6	3	9.15
37	17	37_17	1	A.asc	1	10	24	4	2	2.51
37	17	37_17	1	A.asc	2	14	24	4	2	3.47
37	17	37_17	1	A.asc	3	18	24	6	3	4.4
37	17	37_17	1	A.asc	4	21	24	6	3	5.59
37	17	37_17	1	A.asc	5	28	24	8	4	8.42
37	17	37_17	1	A.asc	6	31	24	10	5	9.45
37	17	37_17	1	A.asc	7	34	24	8	4	10.18
37	17	37_17	1	A.asc	8	37	24	10	5	10.62
37	17	37_17	1	A.asc	9	41	24	10	5	10.69
37	18	37_18	1	Control	1	8	NA	2	1	1.35
37	18	37_18	1	Control	2	12	NA	4	2	2.26
37	18	37_18	1	Control	3	16	NA	6	3	3.15
37	18	37_18	1	Control	4	19	NA	6	3	3.75
37	18	37_18	1	Control	5	26	NA	6	3	5.3
37	18	37_18	1	Control	6	29	NA	5	3	5.95
37	18	37_18	1	Control	7	32	NA	4	2	6.38
37	18	37_18	1	Control	8	35	NA	6	3	6.36
37	18	37_18	1	Control	9	39	NA	5	3	6.26
41	1	41_01	2	A.ner	1	15	28	4	2	2.95
41	1	41_01	2	A.ner	2	19	28	6	3	4.11
41	1	41_01	2	A.ner	3	23	28	8	4	5.42
41	1	41_01	2	A.ner	4	26	28	6	3	6.1
41	1	41_01	2	A.ner	5	32	28	8	4	7.56
41	1	41_01	2	A.ner	6	34	28	10	5	7.41
41	1	41_01	2	A.ner	7	37	28	10	5	7.75
41	1	41_01	2	A.ner	8	40	28	10	5	7.61
41	1	41_01	2	A.ner	9	44	28	10	5	8.35
41	2	41_02	1	A.asc	1	14	28	4	2	2.86
41	2	41_02	1	A.asc	2	18	28	6	3	3.78
41	2	41_02	1	A.asc	3	22	28	8	4	4.85
41	2	41_02	1	A.asc	4	25	28	8	4	5.21
41	2	41_02	1	A.asc	5	32	28	9	5	7.28
41	2	41_02	1	A.asc	6	35	28	6	3	8.55
41	2	41_02	1	A.asc	7	38	28	8	4	8.85
41	2	41_02	1	A.asc	8	42	28	5	3	9.44
41	2	41_02	1	A.asc	9	46	28	4	2	9.59
41	3	41_03	2	A.ner	1	14	27	6	3	4.01
41	3	41_03	2	A.ner	2	18	27	6	3	5.61
41	3	41_03	2	A.ner	3	22	27	8	4	7.61
41	3	41_03	2	A.ner	4	25	27	8	4	8.85
41	3	41_03	2	A.ner	5	31	27	10	5	11.14
41	3	41_03	2	A.ner	6	33	27	10	5	11.15
41	3	41_03	2	A.ner	7	36	27	12	6	11.45
41	3	41_03	2	A.ner	8	39	27	10	5	11.9
41	3	41_03	2	A.ner	9	43	27	6	3	12.52
41	4	41_04	1	M.asc	1	14	29	4	2	3.15
41	4	41_04	1	M.asc	2	18	29	6	3	4.34
41	4	41_04	1	M.asc	3	22	29	6	3	5.1
41	4	41_04	1	M.asc	4	25	29	6	3	5.77
41	4	41_04	1	M.asc	5	32	29	8	4	6.63
41	4	41_04	1	M.asc	6	35	29	10	5	6.97
41	4	41_04	1	M.asc	7	38	29	10	5	7.46
41	4	41_04	1	M.asc	8	42	29	7	4	7.74
41	4	41_04	1	M.asc	9	46	29	7	4	7.32
41	5	41_05	1	M.asc	1	13	28	4	2	3.19
41	5	41_05	1	M.asc	2	17	28	6	3	4.43
41	5	41_05	1	M.asc	3	21	28	6	3	5.36
41	5	41_05	1	M.asc	4	24	28	6	3	5.84
41	5	41_05	1	M.asc	5	31	28	8	4	7.62
41	5	41_05	1	M.asc	6	34	28	8	4	8.1
41	5	41_05	1	M.asc	7	37	28	6	3	8.26
41	5	41_05	1	M.asc	8	41	28	6	3	9.75
41	5	41_05	1	M.asc	9	45	28	8	4	9.73
41	6	41_06	2	M.per	1	13	25	4	2	3.32
41	6	41_06	2	M.per	2	17	25	6	3	4.84
41	6	41_06	2	M.per	3	21	25	8	4	6.41
41	6	41_06	2	M.per	4	24	25	8	4	7.89
41	6	41_06	2	M.per	5	29	25	10	5	9.97
41	6	41_06	2	M.per	6	32	25	10	5	10.51
41	6	41_06	2	M.per	7	35	25	11	6	11.51
41	6	41_06	2	M.per	8	38	25	10	5	11.91
41	6	41_06	2	M.per	9	42	25	8	4	12.43
41	7	41_07	2	M.asc	1	14	26	4	2	3.5
41	7	41_07	2	M.asc	2	18	26	6	3	4.78
41	7	41_07	2	M.asc	3	22	26	8	4	6.18
41	7	41_07	2	M.asc	4	25	26	6	3	6.99
41	7	41_07	2	M.asc	5	30	26	8	4	8.71
41	7	41_07	2	M.asc	6	33	26	10	5	9.8
41	7	41_07	2	M.asc	7	36	26	10	5	10.5
41	7	41_07	2	M.asc	8	39	26	12	6	11.16
41	7	41_07	2	M.asc	9	44	26	12	6	11.11
41	8	41_08	1	A.ner	1	14	29	4	2	3.49
41	8	41_08	1	A.ner	2	18	29	6	3	4.46
41	8	41_08	1	A.ner	3	22	29	6	3	5.47
41	8	41_08	1	A.ner	4	25	29	6	3	5.8
41	8	41_08	1	A.ner	5	32	29	8	4	7.07
41	8	41_08	1	A.ner	6	35	29	8	4	7.29
41	8	41_08	1	A.ner	7	38	29	6	3	8.19
41	8	41_08	1	A.ner	8	42	29	6	3	8.01
41	8	41_08	1	A.ner	9	46	29	6	3	7.69
41	9	41_09	1	Control	1	15	NA	6	3	2.7
41	9	41_09	1	Control	2	19	NA	6	3	3.9
41	9	41_09	1	Control	3	23	NA	8	4	4.75
41	9	41_09	1	Control	4	26	NA	8	4	5.49
41	9	41_09	1	Control	5	33	NA	10	5	7.15
41	9	41_09	1	Control	6	36	NA	10	5	7.61
41	9	41_09	1	Control	7	39	NA	11	6	8.5
41	9	41_09	1	Control	8	42	NA	10	5	9.38
41	9	41_09	1	Control	9	46	NA	12	6	10.05
41	10	41_10	2	M.asc	1	14	26	4	2	3.88
41	10	41_10	2	M.asc	2	18	26	6	3	5.11
41	10	41_10	2	M.asc	3	22	26	8	4	6.2
41	10	41_10	2	M.asc	4	25	26	8	4	7.21
41	10	41_10	2	M.asc	5	30	26	10	5	8.19
41	10	41_10	2	M.asc	6	33	26	10	5	9.46
41	10	41_10	2	M.asc	7	36	26	10	5	10.86
41	10	41_10	2	M.asc	8	39	26	10	5	11.11
41	10	41_10	2	M.asc	9	43	26	10	5	11.44
41	11	41_11	1	M.per	1	14	28	4	2	2.25
41	11	41_11	1	M.per	2	18	28	6	3	3.31
41	11	41_11	1	M.per	3	22	28	8	4	4.8
41	11	41_11	1	M.per	4	25	28	8	4	5.77
41	11	41_11	1	M.per	5	32	28	10	5	7.78
41	11	41_11	1	M.per	6	35	28	8	4	8.18
41	11	41_11	1	M.per	7	38	28	6	3	9.53
41	11	41_11	1	M.per	8	41	28	6	3	9.26
41	11	41_11	1	M.per	9	45	28	6	3	9.22
41	12	41_12	1	A.ner	1	14	29	4	2	3.76
41	12	41_12	1	A.ner	2	18	29	8	4	5.2
41	12	41_12	1	A.ner	3	22	29	8	4	6.65
41	12	41_12	1	A.ner	4	25	29	8	4	7.48
41	12	41_12	1	A.ner	5	32	29	10	5	8.98
41	12	41_12	1	A.ner	6	35	29	10	5	9.15
41	12	41_12	1	A.ner	7	38	29	10	5	8.9
41	12	41_12	1	A.ner	8	42	29	7	4	9.85
41	12	41_12	1	A.ner	9	46	29	7	4	9.92
41	13	41_13	1	A.asc	1	15	29	6	3	4.07
41	13	41_13	1	A.asc	2	19	29	8	4	5.32
41	13	41_13	1	A.asc	3	23	29	8	4	6.36
41	13	41_13	1	A.asc	4	26	29	8	4	7.16
41	13	41_13	1	A.asc	5	33	29	10	5	9.6
41	13	41_13	1	A.asc	6	36	29	8	4	10.63
41	13	41_13	1	A.asc	7	39	29	7	4	10.75
41	13	41_13	1	A.asc	8	43	29	6	3	11.46
41	13	41_13	1	A.asc	9	47	29	4	2	11.17
41	14	41_14	2	M.per	1	13	25	4	2	2.21
41	14	41_14	2	M.per	2	17	25	6	3	3.4
41	14	41_14	2	M.per	3	21	25	6	3	4.48
41	14	41_14	2	M.per	4	24	25	6	3	5.51
41	14	41_14	2	M.per	5	29	25	8	4	6.91
41	14	41_14	2	M.per	6	32	25	8	4	7.8
41	14	41_14	2	M.per	7	35	25	10	5	8.73
41	14	41_14	2	M.per	8	38	25	10	5	8.76
41	14	41_14	2	M.per	9	42	25	6	3	9.21
41	15	41_15	2	A.asc	1	12	24	6	3	3.43
41	15	41_15	2	A.asc	2	16	24	6	3	4.93
41	15	41_15	2	A.asc	3	20	24	8	4	6.49
41	15	41_15	2	A.asc	4	23	24	8	4	7.54
41	15	41_15	2	A.asc	5	28	24	10	5	9.97
41	15	41_15	2	A.asc	6	31	24	10	5	10.83
41	15	41_15	2	A.asc	7	34	24	8	4	12.05
41	15	41_15	2	A.asc	8	37	24	10	5	13.25
41	15	41_15	2	A.asc	9	41	24	9	5	13.97
41	17	41_17	2	A.asc	1	13	25	6	3	2.94
41	17	41_17	2	A.asc	2	17	25	6	3	3.95
41	17	41_17	2	A.asc	3	21	25	8	4	5.68
41	17	41_17	2	A.asc	4	24	25	6	3	6.65
41	17	41_17	2	A.asc	5	29	25	10	5	8.33
41	17	41_17	2	A.asc	6	32	25	10	5	9.51
41	17	41_17	2	A.asc	7	35	25	6	3	10.45
41	17	41_17	2	A.asc	8	38	25	8	4	10.9
41	17	41_17	2	A.asc	9	42	25	8	4	10.39
41	18	41_18	2	M.per	1	13	25	6	3	2.81
41	18	41_18	2	M.per	2	17	25	6	3	3.84
41	18	41_18	2	M.per	3	21	25	8	4	4.81
41	18	41_18	2	M.per	4	24	25	6	3	5.45
41	18	41_18	2	M.per	5	30	25	10	5	7.4
41	18	41_18	2	M.per	6	32	25	10	5	7.85
41	18	41_18	2	M.per	7	35	25	12	6	8.34
41	18	41_18	2	M.per	8	38	25	12	6	8.75
41	18	41_18	2	M.per	9	42	25	8	4	8.85
43	1	43_01	2	M.per	1	11	23	2	1	2
43	1	43_01	2	M.per	2	15	23	4	2	2.77
43	1	43_01	2	M.per	3	19	23	6	3	4
43	1	43_01	2	M.per	4	22	23	4	2	4.93
43	1	43_01	2	M.per	5	28	23	4	2	6.22
43	1	43_01	2	M.per	6	30	23	8	4	6.34
43	1	43_01	2	M.per	7	33	23	8	4	6.7
43	1	43_01	2	M.per	8	36	23	8	4	6.32
43	1	43_01	2	M.per	9	40	23	6	3	7.89
43	2	43_02	1	A.ner	1	11	26	4	2	3.22
43	2	43_02	1	A.ner	2	15	26	6	3	4.37
43	2	43_02	1	A.ner	3	19	26	6	3	5.35
43	2	43_02	1	A.ner	4	22	26	6	3	5.56
43	2	43_02	1	A.ner	5	29	26	8	4	7.65
43	2	43_02	1	A.ner	6	32	26	10	5	8.5
43	2	43_02	1	A.ner	7	35	26	8	4	8.5
43	2	43_02	1	A.ner	8	38	26	8	4	8.69
43	2	43_02	1	A.ner	9	42	26	6	3	8.75
43	3	43_03	2	A.ner	1	13	26	4	2	1.89
43	3	43_03	2	A.ner	2	17	26	6	3	2.6
43	3	43_03	2	A.ner	3	21	26	8	4	3.76
43	3	43_03	2	A.ner	4	24	26	6	3	4.63
43	3	43_03	2	A.ner	5	29	26	10	5	6.08
43	3	43_03	2	A.ner	6	32	26	12	6	7.22
43	3	43_03	2	A.ner	7	35	26	12	6	7.7
43	3	43_03	2	A.ner	8	38	26	9	5	7.7
43	3	43_03	2	A.ner	9	42	26	10	5	7.65
43	4	43_04	2	Control	1	11	NA	2	1	2.17
43	4	43_04	2	Control	2	15	NA	4	2	3.57
43	4	43_04	2	Control	3	19	NA	6	3	5.23
43	4	43_04	2	Control	4	22	NA	6	3	6.39
43	4	43_04	2	Control	5	27	NA	8	4	8.16
43	4	43_04	2	Control	6	30	NA	10	5	8.95
43	4	43_04	2	Control	7	33	NA	10	5	9.87
43	4	43_04	2	Control	8	36	NA	12	6	11.04
43	4	43_04	2	Control	9	40	NA	11	6	11.15
43	5	43_05	1	Control	1	11	NA	2	1	2.34
43	5	43_05	1	Control	2	15	NA	4	2	3.6
43	5	43_05	1	Control	3	19	NA	6	3	4.66
43	5	43_05	1	Control	4	22	NA	6	3	5.94
43	5	43_05	1	Control	5	29	NA	8	4	7.72
43	5	43_05	1	Control	6	32	NA	8	4	9
43	5	43_05	1	Control	7	35	NA	6	3	9.15
43	5	43_05	1	Control	8	39	NA	6	3	10.21
43	5	43_05	1	Control	9	43	NA	8	4	10.5
43	6	43_06	1	M.per	1	3	17	2	1	0.55
43	6	43_06	1	M.per	2	7	17	2	1	1.43
43	6	43_06	1	M.per	3	11	17	4	2	2.11
43	6	43_06	1	M.per	4	14	17	2	1	2.81
43	6	43_06	1	M.per	5	21	17	4	2	4.59
43	6	43_06	1	M.per	6	24	17	6	3	5.2
43	6	43_06	1	M.per	7	27	17	6	3	5.71
43	6	43_06	1	M.per	8	30	17	6	3	5.6
43	6	43_06	1	M.per	9	34	17	6	3	5.7
43	7	43_07	2	A.asc	1	11	23	4	2	2.68
43	7	43_07	2	A.asc	2	15	23	6	3	3.86
43	7	43_07	2	A.asc	3	19	23	8	4	5.2
43	7	43_07	2	A.asc	4	22	23	6	3	6.15
43	7	43_07	2	A.asc	5	28	23	10	5	9.62
43	7	43_07	2	A.asc	6	30	23	12	6	10.4
43	7	43_07	2	A.asc	7	33	23	14	7	11.85
43	7	43_07	2	A.asc	8	36	23	14	7	12.86
43	7	43_07	2	A.asc	9	40	23	13	7	13.5
43	8	43_08	1	M.per	1	11	25	4	2	2.99
43	8	43_08	1	M.per	2	15	25	6	3	4.52
43	8	43_08	1	M.per	3	19	25	8	4	5.62
43	8	43_08	1	M.per	4	22	25	6	3	6.51
43	8	43_08	1	M.per	5	29	25	10	5	9.03
43	8	43_08	1	M.per	6	32	25	10	5	9.75
43	8	43_08	1	M.per	7	35	25	8	4	9.8
43	8	43_08	1	M.per	8	38	25	4	2	9.48
43	8	43_08	1	M.per	9	42	25	3	2	10.09
43	9	43_09	2	A.asc	1	11	23	2	1	2.09
43	9	43_09	2	A.asc	2	15	23	4	2	3.26
43	9	43_09	2	A.asc	3	19	23	6	3	4.38
43	9	43_09	2	A.asc	4	22	23	4	2	5.4
43	9	43_09	2	A.asc	5	27	23	8	4	8.15
43	9	43_09	2	A.asc	6	30	23	8	4	10
43	9	43_09	2	A.asc	7	33	23	10	5	10.66
43	9	43_09	2	A.asc	8	36	23	10	5	11.65
43	9	43_09	2	A.asc	9	40	23	12	6	11.47
43	10	43_10	1	M.asc	1	11	26	2	1	2.83
43	10	43_10	1	M.asc	2	15	26	4	2	4
43	10	43_10	1	M.asc	3	19	26	6	3	5.09
43	10	43_10	1	M.asc	4	22	26	4	2	6.21
43	10	43_10	1	M.asc	5	29	26	6	3	7.45
43	10	43_10	1	M.asc	6	32	26	8	4	8
43	10	43_10	1	M.asc	7	35	26	8	4	7.8
43	10	43_10	1	M.asc	8	39	26	6	3	8.27
43	10	43_10	1	M.asc	9	43	26	6	3	8.59
