Genotype	Replicate	ID	Chamber	Species	Census	Age	Age.aph.int	Leaves	Nodes	Height
17	17	17_17	2	M.asc	8	37	24	10	5	9.13
17	17	17_17	2	M.asc	9	41	24	8	4	9.74
17	18	17_18	1	A.asc	1	8	22	2	1	1.47
17	18	17_18	1	A.asc	2	12	22	4	2	2.08
17	18	17_18	1	A.asc	3	16	22	6	3	2.76
17	18	17_18	1	A.asc	4	19	22	6	3	2.96
17	18	17_18	1	A.asc	5	26	22	8	4	4.55
17	18	17_18	1	A.asc	6	29	22	10	5	4.45
17	18	17_18	1	A.asc	7	32	22	6	3	4.64
17	18	17_18	1	A.asc	8	35	22	8	4	4.85
17	18	17_18	1	A.asc	9	40	22	8	4	4.55
21	1	21_01	2	M.per	1	15	27	4	2	3.26
21	1	21_01	2	M.per	2	19	27	6	3	4.82
21	1	21_01	2	M.per	3	23	27	8	4	6.58
21	1	21_01	2	M.per	4	26	27	6	3	7.63
21	1	21_01	2	M.per	5	31	27	10	5	10.48
21	1	21_01	2	M.per	6	34	27	11	6	12.6
21	1	21_01	2	M.per	7	37	27	11	6	13.45
21	1	21_01	2	M.per	8	40	27	11	6	13.85
21	1	21_01	2	M.per	9	44	27	12	6	13.84
21	2	21_02	2	A.ner	1	15	28	4	2	3.34
21	2	21_02	2	A.ner	2	19	28	6	3	4.63
21	2	21_02	2	A.ner	3	23	28	8	4	6.22
21	2	21_02	2	A.ner	4	26	28	6	3	6.83
21	2	21_02	2	A.ner	5	31	28	8	4	8.59
21	2	21_02	2	A.ner	6	34	28	10	5	NA
21	2	21_02	2	A.ner	7	37	28	10	5	9.45
21	2	21_02	2	A.ner	8	40	28	10	5	9.99
21	2	21_02	2	A.ner	9	44	28	8	4	10.2
21	3	21_03	2	A.asc	1	15	27	4	2	2.3
21	3	21_03	2	A.asc	2	19	27	6	3	3.2
21	3	21_03	2	A.asc	3	23	27	6	3	4.59
21	3	21_03	2	A.asc	4	26	27	6	3	5.7
21	3	21_03	2	A.asc	5	31	27	8	4	6.96
21	3	21_03	2	A.asc	6	34	27	10	5	7.78
21	3	21_03	2	A.asc	7	37	27	10	5	7.91
21	3	21_03	2	A.asc	8	40	27	10	5	8.1
21	3	21_03	2	A.asc	9	44	27	6	3	8.45
21	5	21_05	1	A.asc	1	14	28	6	3	2.81
21	5	21_05	1	A.asc	2	18	28	8	4	3.77
21	5	21_05	1	A.asc	3	22	28	8	4	4.53
21	5	21_05	1	A.asc	4	25	28	8	4	4.98
21	5	21_05	1	A.asc	5	32	28	10	5	6.74
21	5	21_05	1	A.asc	6	35	28	12	6	7.61
21	5	21_05	1	A.asc	7	38	28	12	6	7.92
21	5	21_05	1	A.asc	8	41	28	12	6	7.97
21	5	21_05	1	A.asc	9	45	28	NA	NA	NA
21	6	21_06	2	A.asc	1	14	26	4	2	3.11
21	6	21_06	2	A.asc	2	18	26	6	3	4.35
21	6	21_06	2	A.asc	3	22	26	6	3	6.02
21	6	21_06	2	A.asc	4	25	26	6	3	7.19
21	6	21_06	2	A.asc	5	30	26	8	4	8.72
21	6	21_06	2	A.asc	6	33	26	10	5	9.05
21	6	21_06	2	A.asc	7	36	26	8	4	9.77
21	6	21_06	2	A.asc	8	39	26	12	6	10.43
21	6	21_06	2	A.asc	9	43	26	12	6	10.63
21	7	21_07	2	M.per	1	14	26	4	2	1.94
21	7	21_07	2	M.per	2	18	26	6	3	2.93
21	7	21_07	2	M.per	3	22	26	6	3	4.35
21	7	21_07	2	M.per	4	25	26	6	3	5.23
21	7	21_07	2	M.per	5	30	26	8	4	6.49
21	7	21_07	2	M.per	6	33	26	10	5	7.19
21	7	21_07	2	M.per	7	36	26	12	6	7.15
21	7	21_07	2	M.per	8	39	26	12	6	7.39
21	7	21_07	2	M.per	9	43	26	11	6	7.5
21	8	21_08	1	A.ner	1	13	28	4	2	2.43
21	8	21_08	1	A.ner	2	17	28	6	3	3.38
21	8	21_08	1	A.ner	3	21	28	6	3	4.59
21	8	21_08	1	A.ner	4	24	28	6	3	5.11
21	8	21_08	1	A.ner	5	31	28	8	4	7
21	8	21_08	1	A.ner	6	34	28	6	3	7.75
21	8	21_08	1	A.ner	7	37	28	5	3	7.18
21	8	21_08	1	A.ner	8	40	28	2	1	7.93
21	8	21_08	1	A.ner	9	44	28	2	1	8.4
21	9	21_09	2	A.ner	1	14	27	4	2	2.13
21	9	21_09	2	A.ner	2	18	27	6	3	3.42
21	9	21_09	2	A.ner	3	22	27	6	3	4.92
21	9	21_09	2	A.ner	4	25	27	6	3	5.57
21	9	21_09	2	A.ner	5	30	27	8	4	6.95
21	9	21_09	2	A.ner	6	33	27	8	4	7.4
21	9	21_09	2	A.ner	7	36	27	10	5	7.7
21	9	21_09	2	A.ner	8	39	27	10	5	7.59
21	9	21_09	2	A.ner	9	43	27	8	4	7.61
21	10	21_10	1	M.per	1	13	27	4	2	2.3
21	10	21_10	1	M.per	2	17	27	6	3	3.23
21	10	21_10	1	M.per	3	21	27	6	3	4.15
21	10	21_10	1	M.per	4	24	27	6	3	4.5
21	10	21_10	1	M.per	5	31	27	8	4	5.78
21	10	21_10	1	M.per	6	34	27	8	4	6.08
21	10	21_10	1	M.per	7	37	27	6	3	6.44
21	10	21_10	1	M.per	8	40	27	8	4	6.07
21	10	21_10	1	M.per	9	44	27	8	4	6.15
21	11	21_11	1	M.asc	1	14	29	4	2	2.75
21	11	21_11	1	M.asc	2	18	29	6	3	3.61
21	11	21_11	1	M.asc	3	22	29	8	4	4.82
21	11	21_11	1	M.asc	4	25	29	8	4	5.25
21	11	21_11	1	M.asc	5	32	29	10	5	6.74
21	11	21_11	1	M.asc	6	35	29	10	5	6.75
21	11	21_11	1	M.asc	7	38	29	8	4	6.61
21	11	21_11	1	M.asc	8	42	29	6	3	7.07
21	11	21_11	1	M.asc	9	46	29	6	3	6.93
21	12	21_12	1	A.ner	1	14	29	4	2	3.75
21	12	21_12	1	A.ner	2	18	29	6	3	5.02
21	12	21_12	1	A.ner	3	22	29	8	4	6.48
21	12	21_12	1	A.ner	4	25	29	8	4	7.39
21	12	21_12	1	A.ner	5	32	29	10	5	9.3
21	12	21_12	1	A.ner	6	35	29	12	6	9.02
21	12	21_12	1	A.ner	7	38	29	8	4	9.27
21	12	21_12	1	A.ner	8	42	29	7	4	8.1
21	12	21_12	1	A.ner	9	46	29	6	3	7.5
21	14	21_14	2	M.asc	1	14	26	4	2	2.89
21	14	21_14	2	M.asc	2	18	26	6	3	3.98
21	14	21_14	2	M.asc	3	22	26	6	3	5.31
21	14	21_14	2	M.asc	4	25	26	6	3	6.39
21	14	21_14	2	M.asc	5	30	26	8	4	7.41
21	14	21_14	2	M.asc	6	33	26	10	5	8.17
21	14	21_14	2	M.asc	7	36	26	10	5	8.35
21	14	21_14	2	M.asc	8	39	26	10	5	9.13
21	14	21_14	2	M.asc	9	43	26	10	5	9.21
21	15	21_15	1	A.asc	1	14	28	4	2	2.6
21	15	21_15	1	A.asc	2	18	28	6	3	3.51
21	15	21_15	1	A.asc	3	22	28	6	3	4.33
21	15	21_15	1	A.asc	4	25	28	6	3	5.22
21	15	21_15	1	A.asc	5	32	28	10	5	7.2
21	15	21_15	1	A.asc	6	35	28	8	4	7.59
21	15	21_15	1	A.asc	7	38	28	6	3	8
21	15	21_15	1	A.asc	8	41	28	5	3	8.02
21	15	21_15	1	A.asc	9	45	28	5	3	7.81
21	16	21_16	2	M.asc	1	10	22	2	1	2.27
21	16	21_16	2	M.asc	2	14	22	4	2	3.68
21	16	21_16	2	M.asc	3	18	22	6	3	5.03
21	16	21_16	2	M.asc	4	21	22	4	2	6.3
21	16	21_16	2	M.asc	5	27	22	8	4	9.54
21	16	21_16	2	M.asc	6	29	22	10	5	11.12
21	16	21_16	2	M.asc	7	32	22	10	5	12.85
21	16	21_16	2	M.asc	8	35	22	12	6	12.73
21	16	21_16	2	M.asc	9	40	22	14	7	12.88
21	17	21_17	1	M.asc	1	11	26	4	2	2.72
21	17	21_17	1	M.asc	2	15	26	6	3	3.72
21	17	21_17	1	M.asc	3	19	26	8	4	4.69
21	17	21_17	1	M.asc	4	22	26	6	3	5.14
21	17	21_17	1	M.asc	5	29	26	8	4	6.57
21	17	21_17	1	M.asc	6	32	26	10	5	7
21	17	21_17	1	M.asc	7	35	26	5	3	6.95
21	17	21_17	1	M.asc	8	38	26	9	5	7.97
21	17	21_17	1	M.asc	9	42	26	9	5	7.91
21	18	21_18	1	M.per	1	11	25	4	2	2.38
21	18	21_18	1	M.per	2	15	25	6	3	3.6
21	18	21_18	1	M.per	3	19	25	6	3	4.89
21	18	21_18	1	M.per	4	22	25	6	3	5.67
21	18	21_18	1	M.per	5	29	25	8	4	8.28
21	18	21_18	1	M.per	6	32	25	8	4	9.35
21	18	21_18	1	M.per	7	35	25	6	3	9.72
21	18	21_18	1	M.per	8	38	25	8	4	9.66
21	18	21_18	1	M.per	9	42	25	5	3	9.65
23	1	23_01	1	M.asc	1	13	28	4	2	2.87
23	1	23_01	1	M.asc	2	17	28	6	3	3.8
23	1	23_01	1	M.asc	3	21	28	6	3	4.53
23	1	23_01	1	M.asc	4	24	28	6	3	4.78
23	1	23_01	1	M.asc	5	31	28	8	4	6.27
23	1	23_01	1	M.asc	6	34	28	8	4	6.9
23	1	23_01	1	M.asc	7	37	28	6	3	6.94
23	1	23_01	1	M.asc	8	41	28	8	4	7.4
23	1	23_01	1	M.asc	9	45	28	8	4	7.37
23	2	23_02	1	A.ner	1	14	29	4	2	2.61
23	2	23_02	1	A.ner	2	18	29	6	3	3.41
23	2	23_02	1	A.ner	3	22	29	6	3	4.19
23	2	23_02	1	A.ner	4	25	29	6	3	4.68
23	2	23_02	1	A.ner	5	32	29	6	3	6.19
23	2	23_02	1	A.ner	6	35	29	8	4	6.9
23	2	23_02	1	A.ner	7	38	29	8	4	7.7
23	2	23_02	1	A.ner	8	42	29	8	4	7.92
23	2	23_02	1	A.ner	9	46	29	8	4	7.24
23	3	23_03	2	M.per	1	13	25	4	2	2.91
23	3	23_03	2	M.per	2	17	25	6	3	4.26
23	3	23_03	2	M.per	3	21	25	6	3	5.85
23	3	23_03	2	M.per	4	24	25	6	3	6.78
23	3	23_03	2	M.per	5	30	25	8	4	10
23	3	23_03	2	M.per	6	32	25	8	4	11
23	3	23_03	2	M.per	7	35	25	10	5	12.06
23	3	23_03	2	M.per	8	38	25	7	4	12.59
23	3	23_03	2	M.per	9	42	25	9	5	13.48
23	4	23_04	1	A.asc	1	13	27	4	2	3.43
23	4	23_04	1	A.asc	2	17	27	6	3	4.7
23	4	23_04	1	A.asc	3	21	27	6	3	6.25
23	4	23_04	1	A.asc	4	24	27	6	3	6.65
23	4	23_04	1	A.asc	5	31	27	8	4	11.15
23	4	23_04	1	A.asc	6	34	27	7	4	13.75
23	4	23_04	1	A.asc	7	37	27	8	4	15.4
23	4	23_04	1	A.asc	8	41	27	5	3	15.15
23	4	23_04	1	A.asc	9	45	27	5	3	16.15
23	5	23_05	2	A.asc	1	12	24	4	2	2.9
23	5	23_05	2	A.asc	2	16	24	6	3	4.11
23	5	23_05	2	A.asc	3	20	24	6	3	5.51
23	5	23_05	2	A.asc	4	23	24	6	3	7.2
23	5	23_05	2	A.asc	5	29	24	7	4	10.49
23	5	23_05	2	A.asc	6	31	24	10	5	11.15
23	5	23_05	2	A.asc	7	34	24	8	4	11.68
23	5	23_05	2	A.asc	8	37	24	8	4	12.62
23	5	23_05	2	A.asc	9	41	24	5	3	12.93
23	6	23_06	2	M.asc	1	14	26	4	2	3.33
23	6	23_06	2	M.asc	2	18	26	6	3	4.85
23	6	23_06	2	M.asc	3	22	26	6	3	6.2
23	6	23_06	2	M.asc	4	25	26	6	3	7.11
23	6	23_06	2	M.asc	5	30	26	8	4	9.11
23	6	23_06	2	M.asc	6	33	26	9	5	8.7
23	6	23_06	2	M.asc	7	36	26	11	6	10.26
23	6	23_06	2	M.asc	8	39	26	10	5	11.25
23	6	23_06	2	M.asc	9	43	26	10	5	13.95
23	7	23_07	2	A.asc	1	11	23	4	2	2.21
23	7	23_07	2	A.asc	2	15	23	4	2	3.34
23	7	23_07	2	A.asc	3	19	23	6	3	4.3
23	7	23_07	2	A.asc	4	22	23	6	3	5.32
23	7	23_07	2	A.asc	5	27	23	7	4	7.17
23	7	23_07	2	A.asc	6	30	23	10	5	8.43
23	7	23_07	2	A.asc	7	33	23	12	6	9.25
23	7	23_07	2	A.asc	8	36	23	11	6	9.51
23	7	23_07	2	A.asc	9	40	23	10	5	9.44
23	8	23_08	1	A.asc	1	13	27	4	2	2.37
23	8	23_08	1	A.asc	2	17	27	6	3	3.48
23	8	23_08	1	A.asc	3	21	27	6	3	4.13
23	8	23_08	1	A.asc	4	24	27	6	3	4.63
23	8	23_08	1	A.asc	5	31	27	8	4	7.2
23	8	23_08	1	A.asc	6	34	27	8	4	7.9
23	8	23_08	1	A.asc	7	37	27	8	4	9.09
23	8	23_08	1	A.asc	8	40	27	7	4	9.25
23	8	23_08	1	A.asc	9	44	27	9	5	9.85
23	9	23_09	1	M.per	1	13	27	4	2	2.74
23	9	23_09	1	M.per	2	17	27	4	2	3.51
23	9	23_09	1	M.per	3	21	27	6	3	4.7
23	9	23_09	1	M.per	4	24	27	6	3	5.16
23	9	23_09	1	M.per	5	31	27	8	4	7.93
23	9	23_09	1	M.per	6	34	27	8	4	9.3
23	9	23_09	1	M.per	7	37	27	8	4	10.48
23	9	23_09	1	M.per	8	40	27	6	3	10.96
23	9	23_09	1	M.per	9	44	27	6	3	11.18
23	10	23_10	1	Control	1	13	NA	4	2	2.71
23	10	23_10	1	Control	2	17	NA	6	3	3.62
23	10	23_10	1	Control	3	21	NA	6	3	4.42
23	10	23_10	1	Control	4	24	NA	6	3	5.09
23	10	23_10	1	Control	5	31	NA	8	4	6.27
23	10	23_10	1	Control	6	34	NA	10	5	7.19
23	10	23_10	1	Control	7	37	NA	8	4	7.16
23	10	23_10	1	Control	8	41	NA	8	4	8.12
23	10	23_10	1	Control	9	45	NA	8	4	7.83
23	11	23_11	2	A.ner	1	13	26	4	2	2.36
23	11	23_11	2	A.ner	2	17	26	4	2	3.46
23	11	23_11	2	A.ner	3	21	26	6	3	4.61
23	11	23_11	2	A.ner	4	24	26	6	3	5.34
23	11	23_11	2	A.ner	5	29	26	8	4	7.73
23	11	23_11	2	A.ner	6	32	26	5	3	9.4
23	11	23_11	2	A.ner	7	35	26	7	4	10.22
23	11	23_11	2	A.ner	8	38	26	6	3	9.81
23	11	23_11	2	A.ner	9	42	26	4	2	10.87
23	12	23_12	2	M.asc	1	14	26	4	2	2.35
23	12	23_12	2	M.asc	2	18	26	6	3	3.45
23	12	23_12	2	M.asc	3	22	26	8	4	4.39
23	12	23_12	2	M.asc	4	25	26	8	4	5.51
23	12	23_12	2	M.asc	5	30	26	10	5	8.05
23	12	23_12	2	M.asc	6	33	26	12	6	9.25
23	12	23_12	2	M.asc	7	36	26	12	6	10.01
23	12	23_12	2	M.asc	8	39	26	12	6	11.41
23	12	23_12	2	M.asc	9	43	26	13	7	12.2
23	13	23_13	1	A.ner	1	13	28	4	2	3.02
23	13	23_13	1	A.ner	2	17	28	6	3	4.5
23	13	23_13	1	A.ner	3	21	28	6	3	5.35
23	13	23_13	1	A.ner	4	24	28	6	3	6.3
23	13	23_13	1	A.ner	5	31	28	7	4	8.6
23	13	23_13	1	A.ner	6	34	28	7	4	9.54
23	13	23_13	1	A.ner	7	37	28	6	3	11.18
23	13	23_13	1	A.ner	8	40	28	8	4	12.52
23	13	23_13	1	A.ner	9	44	28	8	4	13.45
23	14	23_14	1	M.per	1	13	27	4	2	2.65
23	14	23_14	1	M.per	2	17	27	6	3	3.68
23	14	23_14	1	M.per	3	21	27	6	3	4.5
23	14	23_14	1	M.per	4	24	27	6	3	5.24
23	14	23_14	1	M.per	5	31	27	8	4	7.69
23	14	23_14	1	M.per	6	34	27	10	5	9.23
23	14	23_14	1	M.per	7	37	27	12	6	10.01
23	14	23_14	1	M.per	8	41	27	11	6	11.3
23	14	23_14	1	M.per	9	45	27	11	6	10.91
23	15	23_15	2	A.ner	1	13	26	4	2	3.32
23	15	23_15	2	A.ner	2	17	26	6	3	4.93
23	15	23_15	2	A.ner	3	21	26	6	3	6.23
23	15	23_15	2	A.ner	4	24	26	6	3	7.71
23	15	23_15	2	A.ner	5	29	26	8	4	9.55
23	15	23_15	2	A.ner	6	32	26	6	3	10.45
23	15	23_15	2	A.ner	7	35	26	6	3	11.25
23	15	23_15	2	A.ner	8	38	26	6	3	11.98
23	15	23_15	2	A.ner	9	42	26	6	3	12.24
23	16	23_16	2	M.per	1	12	24	4	2	2.12
23	16	23_16	2	M.per	2	16	24	4	2	2.89
23	16	23_16	2	M.per	3	20	24	6	3	4.1
23	16	23_16	2	M.per	4	23	24	2	1	4.83
23	16	23_16	2	M.per	5	28	24	6	3	7.75
23	16	23_16	2	M.per	6	31	24	6	3	8.55
23	16	23_16	2	M.per	7	34	24	8	4	10.01
23	16	23_16	2	M.per	8	37	24	8	4	10.85
23	16	23_16	2	M.per	9	41	24	10	5	11.77
23	17	23_17	2	Control	1	13	NA	4	2	2.87
23	17	23_17	2	Control	2	17	NA	6	3	4.15
23	17	23_17	2	Control	3	21	NA	8	4	5.41
23	17	23_17	2	Control	4	24	NA	6	3	6.56
23	17	23_17	2	Control	5	29	NA	10	5	8.23
23	17	23_17	2	Control	6	32	NA	12	6	9.38
23	17	23_17	2	Control	7	35	NA	12	6	9.8
23	17	23_17	2	Control	8	38	NA	13	7	NA
23	17	23_17	2	Control	9	42	NA	13	7	11.67
23	18	23_18	1	M.asc	1	11	26	4	2	2.51
23	18	23_18	1	M.asc	2	15	26	6	3	3.85
23	18	23_18	1	M.asc	3	19	26	6	3	5.12
23	18	23_18	1	M.asc	4	22	26	6	3	5.97
23	18	23_18	1	M.asc	5	29	26	6	3	7.87
23	18	23_18	1	M.asc	6	32	26	4	2	9.3
23	18	23_18	1	M.asc	7	35	26	4	2	9.5
23	18	23_18	1	M.asc	8	38	26	5	3	9.43
23	18	23_18	1	M.asc	9	42	26	5	3	10.03
25	1	25_01	1	A.asc	1	16	30	4	2	3.28
25	1	25_01	1	A.asc	2	20	30	6	3	4.35
25	1	25_01	1	A.asc	3	24	30	6	3	5.5
25	1	25_01	1	A.asc	4	27	30	6	3	6.15
25	1	25_01	1	A.asc	5	34	30	8	4	8.3
25	1	25_01	1	A.asc	6	37	30	8	4	8.75
25	1	25_01	1	A.asc	7	40	30	6	3	9.4
25	1	25_01	1	A.asc	8	43	30	8	4	9.73
25	1	25_01	1	A.asc	9	47	30	5	3	9.63
25	2	25_02	1	A.asc	1	14	28	4	2	3.83
25	2	25_02	1	A.asc	2	18	28	6	3	5.24
25	2	25_02	1	A.asc	3	22	28	8	4	6.38
25	2	25_02	1	A.asc	4	25	28	8	4	6.82
25	2	25_02	1	A.asc	5	32	28	10	5	9.36
25	2	25_02	1	A.asc	6	35	28	8	4	10.4
25	2	25_02	1	A.asc	7	38	28	8	4	10.36
25	2	25_02	1	A.asc	8	42	28	8	4	10.75
25	2	25_02	1	A.asc	9	46	28	7	4	10.55
25	4	25_04	2	A.asc	1	14	26	4	2	3.66
25	4	25_04	2	A.asc	2	18	26	6	3	5.2
25	4	25_04	2	A.asc	3	22	26	8	4	6.44
25	4	25_04	2	A.asc	4	25	26	8	4	8.32
25	4	25_04	2	A.asc	5	30	26	10	5	10.7
25	4	25_04	2	A.asc	6	33	26	12	6	12.05
25	4	25_04	2	A.asc	7	36	26	14	7	12.88
25	4	25_04	2	A.asc	8	39	26	14	7	14.36
25	4	25_04	2	A.asc	9	43	26	10	5	15.13
25	5	25_05	1	A.ner	1	16	31	6	3	4.22
25	5	25_05	1	A.ner	2	20	31	8	4	5.6
25	5	25_05	1	A.ner	3	24	31	6	3	6.61
25	5	25_05	1	A.ner	4	27	31	8	4	7.7
25	5	25_05	1	A.ner	5	34	31	8	4	9.6
25	5	25_05	1	A.ner	6	37	31	10	5	10.15
25	5	25_05	1	A.ner	7	40	31	12	6	10.3
25	5	25_05	1	A.ner	8	44	31	11	6	10.3
25	5	25_05	1	A.ner	9	48	31	11	6	11.13
25	6	25_06	2	M.per	1	16	28	6	3	3.63
25	6	25_06	2	M.per	2	20	28	8	4	5.11
25	6	25_06	2	M.per	3	24	28	8	4	6.53
25	6	25_06	2	M.per	4	27	28	8	4	7.6
25	6	25_06	2	M.per	5	32	28	10	5	9.26
25	6	25_06	2	M.per	6	35	28	12	6	10
25	6	25_06	2	M.per	7	38	28	10	5	11.75
25	6	25_06	2	M.per	8	41	28	8	4	11.99
25	6	25_06	2	M.per	9	45	28	13	7	13.59
25	7	25_07	1	M.asc	1	14	29	6	3	3.14
25	7	25_07	1	M.asc	2	18	29	8	4	4.6
25	7	25_07	1	M.asc	3	22	29	8	4	5.75
25	7	25_07	1	M.asc	4	25	29	8	4	6.7
25	7	25_07	1	M.asc	5	32	29	12	6	8.73
25	7	25_07	1	M.asc	6	35	29	12	6	9.89
25	7	25_07	1	M.asc	7	38	29	9	5	10.57
25	7	25_07	1	M.asc	8	41	29	10	5	10.65
25	7	25_07	1	M.asc	9	45	29	9	5	9.53
25	8	25_08	2	A.ner	1	15	28	6	3	3.42
25	8	25_08	2	A.ner	2	19	28	6	3	4.68
25	8	25_08	2	A.ner	3	23	28	8	4	5.52
25	8	25_08	2	A.ner	4	26	28	8	4	6.98
25	8	25_08	2	A.ner	5	31	28	10	5	8.58
25	8	25_08	2	A.ner	6	34	28	6	3	9.7
25	8	25_08	2	A.ner	7	37	28	6	3	10.51
25	8	25_08	2	A.ner	8	40	28	6	3	10.6
25	8	25_08	2	A.ner	9	44	28	0	0	NA
25	9	25_09	2	M.asc	1	14	26	6	3	3.25
25	9	25_09	2	M.asc	2	18	26	6	3	4.43
25	9	25_09	2	M.asc	3	22	26	8	4	5.22
25	9	25_09	2	M.asc	4	25	26	7	4	6.11
25	9	25_09	2	M.asc	5	30	26	10	5	7.99
25	9	25_09	2	M.asc	6	33	26	12	6	8.43
25	9	25_09	2	M.asc	7	36	26	11	6	8.9
25	9	25_09	2	M.asc	8	39	26	13	7	9.92
25	9	25_09	2	M.asc	9	43	26	11	6	9.98
25	10	25_10	2	M.asc	1	15	27	6	3	4.49
25	10	25_10	2	M.asc	2	19	27	6	3	5.78
25	10	25_10	2	M.asc	3	23	27	8	4	7.13
25	10	25_10	2	M.asc	4	26	27	8	4	7.79
25	10	25_10	2	M.asc	5	31	27	10	5	9.66
25	10	25_10	2	M.asc	6	34	27	10	5	10.71
25	10	25_10	2	M.asc	7	37	27	12	6	11.51
25	10	25_10	2	M.asc	8	40	27	12	6	11.81
25	10	25_10	2	M.asc	9	45	27	14	7	11.55
25	11	25_11	1	M.asc	1	5	20	2	1	1.09
25	11	25_11	1	M.asc	2	9	20	2	1	1.79
25	11	25_11	1	M.asc	3	13	20	4	2	2.43
25	11	25_11	1	M.asc	4	16	20	2	1	3.86
25	11	25_11	1	M.asc	5	23	20	6	3	5.21
25	11	25_11	1	M.asc	6	26	20	6	3	5.75
25	11	25_11	1	M.asc	7	29	20	8	4	6.5
25	11	25_11	1	M.asc	8	33	20	6	3	7.7
25	11	25_11	1	M.asc	9	37	20	7	4	7.16
25	12	25_12	2	M.per	1	15	27	6	3	3.05
25	12	25_12	2	M.per	2	19	27	6	3	4.34
25	12	25_12	2	M.per	3	23	27	8	4	5.91
25	12	25_12	2	M.per	4	26	27	8	4	6.64
25	12	25_12	2	M.per	5	31	27	12	6	9.59
25	12	25_12	2	M.per	6	34	27	14	7	10.55
25	12	25_12	2	M.per	7	37	27	12	6	11.1
25	12	25_12	2	M.per	8	40	27	14	7	10.74
25	12	25_12	2	M.per	9	44	27	8	4	11.18
25	13	25_13	1	M.per	1	11	25	4	2	2.86
25	13	25_13	1	M.per	2	15	25	6	3	3.84
25	13	25_13	1	M.per	3	19	25	8	4	4.79
25	13	25_13	1	M.per	4	22	25	6	3	5.79
25	13	25_13	1	M.per	5	29	25	10	5	8.65
25	13	25_13	1	M.per	6	32	25	12	6	9.86
25	13	25_13	1	M.per	7	35	25	12	6	10.66
25	13	25_13	1	M.per	8	38	25	10	5	10.43
25	13	25_13	1	M.per	9	42	25	7	4	10.7
25	14	25_14	1	Control	1	10	NA	4	2	2.79
25	14	25_14	1	Control	2	14	NA	6	3	3.95
25	14	25_14	1	Control	3	18	NA	6	3	4.9
25	14	25_14	1	Control	4	21	NA	6	3	6.02
25	14	25_14	1	Control	5	28	NA	8	4	7.96
25	14	25_14	1	Control	6	31	NA	10	5	9.88
25	14	25_14	1	Control	7	34	NA	8	4	10.13
25	14	25_14	1	Control	8	38	NA	10	5	10.68
25	14	25_14	1	Control	9	42	NA	10	5	10.43
25	15	25_15	2	A.asc	1	11	23	4	2	2.3
25	15	25_15	2	A.asc	2	15	23	6	3	3.56
25	15	25_15	2	A.asc	3	19	23	6	3	4.51
25	15	25_15	2	A.asc	4	22	23	6	3	5.64
25	15	25_15	2	A.asc	5	27	23	8	4	7.14
25	15	25_15	2	A.asc	6	30	23	10	5	7.97
25	15	25_15	2	A.asc	7	33	23	8	4	8.39
25	15	25_15	2	A.asc	8	36	23	11	6	9.38
25	15	25_15	2	A.asc	9	40	23	10	5	9.3
25	16	25_16	2	A.ner	1	11	24	4	2	2.73
25	16	25_16	2	A.ner	2	15	24	6	3	4.01
25	16	25_16	2	A.ner	3	19	24	6	3	5.62
25	16	25_16	2	A.ner	4	22	24	6	3	6.73
25	16	25_16	2	A.ner	5	27	24	8	4	9.55
25	16	25_16	2	A.ner	6	30	24	10	5	10.9
25	16	25_16	2	A.ner	7	33	24	10	5	12.58
25	16	25_16	2	A.ner	8	36	24	10	5	13.45
25	16	25_16	2	A.ner	9	40	24	8	4	14.08
25	17	25_17	2	M.per	1	10	22	4	2	2.36
25	17	25_17	2	M.per	2	14	22	4	2	3.6
25	17	25_17	2	M.per	3	18	22	6	3	4.26
25	17	25_17	2	M.per	4	21	22	5	3	5.42
25	17	25_17	2	M.per	5	26	22	9	5	7.54
25	17	25_17	2	M.per	6	29	22	9	5	8.12
25	17	25_17	2	M.per	7	32	22	11	6	8.83
25	17	25_17	2	M.per	8	35	22	11	6	9.49
25	17	25_17	2	M.per	9	39	22	11	6	9.56
25	18	25_18	1	A.ner	1	10	25	2	1	2.52
25	18	25_18	1	A.ner	2	14	25	4	2	3.69
25	18	25_18	1	A.ner	3	18	25	6	3	5.06
25	18	25_18	1	A.ner	4	21	25	6	3	5.59
25	18	25_18	1	A.ner	5	28	25	8	4	7.07
25	18	25_18	1	A.ner	6	31	25	8	4	7.59
25	18	25_18	1	A.ner	7	34	25	10	5	8
25	18	25_18	1	A.ner	8	38	25	6	3	8.39
25	18	25_18	1	A.ner	9	42	25	8	4	7.5
27	1	27_01	1	M.per	1	14	28	4	2	2.17
27	1	27_01	1	M.per	2	18	28	6	3	3.05
27	1	27_01	1	M.per	3	22	28	6	3	3.82
27	1	27_01	1	M.per	4	25	28	6	3	4.23
27	1	27_01	1	M.per	5	32	28	8	4	4.95
27	1	27_01	1	M.per	6	35	28	6	3	5
27	1	27_01	1	M.per	7	38	28	6	3	5.46
27	1	27_01	1	M.per	8	42	28	5	3	5.54
27	1	27_01	1	M.per	9	46	28	5	3	4.88
27	2	27_02	1	Control	1	14	NA	2	1	1.81
27	2	27_02	1	Control	2	18	NA	6	3	2.95
27	2	27_02	1	Control	3	22	NA	6	3	4.21
27	2	27_02	1	Control	4	25	NA	6	3	4.96
27	2	27_02	1	Control	5	32	NA	8	4	5.78
27	2	27_02	1	Control	6	35	NA	8	4	5.9
27	2	27_02	1	Control	7	38	NA	6	3	6.25
